frame,thumb_angle,index_angle,middle_angle,ring_angle,pinky_angle,label,sign,dynamic
944,27.0,32.0,137.0,147.0,84.0,8.0,8.0,1.0
945,25.0,26.0,132.0,145.0,84.0,8.0,8.0,1.0
946,26.0,36.0,135.0,142.0,81.0,8.0,8.0,1.0
947,26.0,36.0,131.0,139.0,82.0,8.0,8.0,1.0
948,28.0,39.0,131.0,134.0,84.0,8.0,8.0,1.0
949,26.0,39.0,133.0,138.0,81.0,8.0,8.0,1.0
950,29.0,39.0,130.0,136.0,85.0,8.0,8.0,1.0
951,28.0,39.0,133.0,137.0,82.0,8.0,8.0,1.0
952,28.0,43.0,130.0,136.0,85.0,8.0,8.0,1.0
953,28.0,43.0,127.0,133.0,82.0,8.0,8.0,1.0
954,28.0,49.0,134.0,139.0,83.0,8.0,8.0,1.0
955,29.0,44.0,132.0,139.0,83.0,8.0,8.0,1.0
956,30.0,48.0,127.0,134.0,84.0,8.0,8.0,1.0
957,28.0,51.0,131.0,138.0,84.0,8.0,8.0,1.0
958,29.0,53.0,121.0,133.0,87.0,8.0,8.0,1.0
959,27.0,54.0,126.0,136.0,85.0,8.0,8.0,1.0
960,27.0,56.0,125.0,139.0,87.0,8.0,8.0,1.0
961,26.0,58.0,125.0,138.0,88.0,8.0,8.0,1.0
962,27.0,56.0,123.0,136.0,89.0,8.0,8.0,1.0
963,26.0,58.0,124.0,138.0,88.0,8.0,8.0,1.0
964,26.0,59.0,123.0,138.0,87.0,8.0,8.0,1.0
965,24.0,57.0,119.0,133.0,89.0,8.0,8.0,1.0
966,24.0,59.0,122.0,136.0,88.0,8.0,8.0,1.0
967,25.0,58.0,121.0,134.0,87.0,8.0,8.0,1.0
968,25.0,59.0,122.0,135.0,88.0,8.0,8.0,1.0
969,23.0,58.0,121.0,132.0,86.0,8.0,8.0,1.0
970,24.0,61.0,121.0,136.0,87.0,8.0,8.0,1.0
971,23.0,57.0,120.0,132.0,89.0,8.0,8.0,1.0
972,24.0,58.0,118.0,132.0,88.0,8.0,8.0,1.0
973,23.0,57.0,119.0,133.0,89.0,8.0,8.0,1.0
974,23.0,55.0,118.0,133.0,88.0,8.0,8.0,1.0
975,23.0,54.0,116.0,131.0,89.0,8.0,8.0,1.0
976,23.0,57.0,114.0,128.0,88.0,8.0,8.0,1.0
977,23.0,58.0,118.0,130.0,88.0,8.0,8.0,1.0
978,24.0,56.0,118.0,130.0,88.0,8.0,8.0,1.0
979,22.0,58.0,118.0,130.0,88.0,8.0,8.0,1.0
980,23.0,58.0,118.0,130.0,89.0,8.0,8.0,1.0
981,23.0,55.0,119.0,130.0,88.0,8.0,8.0,1.0
982,23.0,56.0,120.0,131.0,88.0,8.0,8.0,1.0
983,23.0,58.0,122.0,134.0,88.0,8.0,8.0,1.0
984,23.0,58.0,118.0,130.0,87.0,8.0,8.0,1.0
985,23.0,57.0,119.0,131.0,87.0,8.0,8.0,1.0
986,23.0,56.0,118.0,129.0,87.0,8.0,8.0,1.0
987,24.0,57.0,121.0,132.0,87.0,8.0,8.0,1.0
988,22.0,57.0,118.0,131.0,86.0,8.0,8.0,1.0
989,24.0,57.0,122.0,132.0,87.0,8.0,8.0,1.0
990,22.0,55.0,120.0,131.0,87.0,8.0,8.0,1.0
1036,73.0,115.0,121.0,151.0,132.0,9.0,9.0,
1037,74.0,119.0,127.0,154.0,131.0,9.0,9.0,
1038,69.0,117.0,123.0,151.0,132.0,9.0,9.0,
1039,71.0,116.0,121.0,151.0,132.0,9.0,9.0,
1040,71.0,113.0,120.0,150.0,131.0,9.0,9.0,
1041,72.0,114.0,124.0,151.0,132.0,9.0,9.0,
1042,73.0,116.0,126.0,152.0,132.0,9.0,9.0,
1043,70.0,115.0,123.0,151.0,133.0,9.0,9.0,
1044,69.0,114.0,119.0,150.0,133.0,9.0,9.0,
1045,73.0,116.0,123.0,151.0,132.0,9.0,9.0,
1046,73.0,116.0,122.0,152.0,131.0,9.0,9.0,
1047,70.0,115.0,122.0,150.0,133.0,9.0,9.0,
1048,72.0,116.0,128.0,153.0,133.0,9.0,9.0,
1049,71.0,114.0,122.0,152.0,132.0,9.0,9.0,
1050,65.0,113.0,120.0,149.0,132.0,9.0,9.0,
1051,67.0,112.0,118.0,149.0,133.0,9.0,9.0,
1052,72.0,116.0,126.0,152.0,133.0,9.0,9.0,
1053,70.0,115.0,125.0,154.0,132.0,9.0,9.0,
1054,67.0,113.0,119.0,148.0,133.0,9.0,9.0,
1055,71.0,115.0,124.0,151.0,133.0,9.0,9.0,
1056,70.0,112.0,121.0,150.0,133.0,9.0,9.0,
1057,67.0,114.0,122.0,150.0,134.0,9.0,9.0,
1058,69.0,114.0,120.0,151.0,133.0,9.0,9.0,
1059,71.0,112.0,121.0,150.0,132.0,9.0,9.0,
1060,72.0,117.0,129.0,153.0,133.0,9.0,9.0,
1061,70.0,116.0,125.0,154.0,132.0,9.0,9.0,
1062,67.0,114.0,121.0,149.0,133.0,9.0,9.0,
1063,71.0,115.0,122.0,151.0,132.0,9.0,9.0,
1064,72.0,113.0,119.0,150.0,131.0,9.0,9.0,
1065,73.0,115.0,127.0,153.0,133.0,9.0,9.0,
1066,72.0,114.0,124.0,154.0,131.0,9.0,9.0,
1067,72.0,116.0,122.0,151.0,133.0,9.0,9.0,
1068,70.0,117.0,126.0,152.0,134.0,9.0,9.0,
1069,71.0,117.0,125.0,154.0,132.0,9.0,9.0,
1070,71.0,116.0,123.0,151.0,134.0,9.0,9.0,
1071,71.0,115.0,124.0,154.0,133.0,9.0,9.0,
1072,70.0,116.0,124.0,152.0,134.0,9.0,9.0,
1073,70.0,115.0,123.0,150.0,134.0,9.0,9.0,
1074,69.0,115.0,123.0,152.0,134.0,9.0,9.0,
1075,70.0,114.0,125.0,153.0,134.0,9.0,9.0,
1076,69.0,114.0,122.0,151.0,133.0,9.0,9.0,
1077,69.0,113.0,119.0,150.0,133.0,9.0,9.0,
1078,67.0,114.0,123.0,151.0,133.0,9.0,9.0,
1079,69.0,111.0,122.0,152.0,133.0,9.0,9.0,
1080,70.0,113.0,122.0,150.0,134.0,9.0,9.0,
1081,68.0,115.0,124.0,152.0,134.0,9.0,9.0,
1082,69.0,116.0,124.0,151.0,135.0,9.0,9.0,
1083,68.0,116.0,121.0,151.0,134.0,9.0,9.0,
1084,69.0,115.0,119.0,151.0,134.0,9.0,9.0,
1085,70.0,115.0,121.0,152.0,133.0,9.0,9.0,
1086,67.0,116.0,124.0,154.0,133.0,9.0,9.0,
1087,69.0,114.0,123.0,151.0,134.0,9.0,9.0,
1088,70.0,117.0,125.0,152.0,134.0,9.0,9.0,
1089,70.0,115.0,121.0,153.0,134.0,9.0,9.0,
1119,65.0,109.0,115.0,138.0,130.0,10.0,10.0,1.0
1120,63.0,109.0,114.0,136.0,130.0,10.0,10.0,1.0
1121,63.0,108.0,113.0,135.0,129.0,10.0,10.0,1.0
1122,62.0,105.0,114.0,133.0,130.0,10.0,10.0,1.0
1123,67.0,108.0,115.0,137.0,130.0,10.0,10.0,1.0
1124,64.0,101.0,115.0,132.0,130.0,10.0,10.0,1.0
1125,64.0,107.0,115.0,136.0,129.0,10.0,10.0,1.0
1126,62.0,71.0,105.0,129.0,129.0,10.0,10.0,1.0
1127,61.0,80.0,90.0,133.0,133.0,10.0,10.0,1.0
1128,49.0,54.0,115.0,126.0,126.0,10.0,10.0,1.0
1129,51.0,53.0,112.0,125.0,125.0,10.0,10.0,1.0
1130,56.0,32.0,111.0,122.0,124.0,10.0,10.0,1.0
1131,55.0,32.0,109.0,122.0,123.0,10.0,10.0,1.0
1132,59.0,22.0,118.0,121.0,121.0,10.0,10.0,1.0
1133,57.0,22.0,112.0,118.0,120.0,10.0,10.0,1.0
1134,58.0,18.0,119.0,117.0,119.0,10.0,10.0,1.0
1135,58.0,18.0,113.0,116.0,117.0,10.0,10.0,1.0
1136,59.0,13.0,117.0,118.0,117.0,10.0,10.0,1.0
1137,59.0,14.0,113.0,117.0,118.0,10.0,10.0,1.0
1138,57.0,11.0,120.0,116.0,117.0,10.0,10.0,1.0
1139,60.0,9.0,119.0,115.0,119.0,10.0,10.0,1.0
1140,57.0,7.0,116.0,114.0,119.0,10.0,10.0,1.0
1141,56.0,5.0,118.0,114.0,121.0,10.0,10.0,1.0
1142,55.0,4.0,119.0,112.0,118.0,10.0,10.0,1.0
1143,51.0,3.0,115.0,115.0,122.0,10.0,10.0,1.0
1144,66.0,13.0,135.0,128.0,117.0,10.0,10.0,1.0
1145,48.0,3.0,108.0,120.0,126.0,10.0,10.0,1.0
1146,67.0,13.0,130.0,124.0,116.0,10.0,10.0,1.0
1147,39.0,7.0,123.0,128.0,132.0,10.0,10.0,1.0
1148,69.0,13.0,131.0,126.0,117.0,10.0,10.0,1.0
1149,38.0,5.0,124.0,133.0,136.0,10.0,10.0,1.0
1150,65.0,12.0,131.0,125.0,117.0,10.0,10.0,1.0
1151,49.0,3.0,119.0,129.0,131.0,10.0,10.0,1.0
1152,67.0,12.0,126.0,120.0,117.0,10.0,10.0,1.0
1153,59.0,4.0,114.0,120.0,131.0,10.0,10.0,1.0
1154,62.0,5.0,115.0,119.0,128.0,10.0,10.0,1.0
1155,62.0,6.0,111.0,116.0,126.0,10.0,10.0,1.0
1156,61.0,11.0,116.0,115.0,125.0,10.0,10.0,1.0
1157,61.0,13.0,112.0,108.0,115.0,10.0,10.0,1.0
1158,59.0,15.0,115.0,113.0,117.0,10.0,10.0,1.0
1159,60.0,15.0,113.0,112.0,119.0,10.0,10.0,1.0
1160,57.0,15.0,115.0,112.0,118.0,10.0,10.0,1.0
1161,58.0,15.0,112.0,111.0,116.0,10.0,10.0,1.0
1162,60.0,15.0,113.0,112.0,116.0,10.0,10.0,1.0
1163,57.0,15.0,117.0,114.0,118.0,10.0,10.0,1.0
1164,56.0,15.0,115.0,113.0,118.0,10.0,10.0,1.0
1165,59.0,15.0,116.0,113.0,118.0,10.0,10.0,1.0
1166,60.0,14.0,117.0,114.0,118.0,10.0,10.0,1.0
1167,60.0,15.0,115.0,113.0,117.0,10.0,10.0,1.0
1168,57.0,15.0,116.0,114.0,119.0,10.0,10.0,1.0
1169,59.0,15.0,119.0,115.0,121.0,10.0,10.0,1.0
1170,58.0,16.0,117.0,114.0,120.0,10.0,10.0,1.0
1171,58.0,15.0,118.0,115.0,120.0,10.0,10.0,1.0
1172,59.0,15.0,117.0,115.0,121.0,10.0,10.0,1.0
1173,59.0,15.0,120.0,116.0,122.0,10.0,10.0,1.0
1174,58.0,16.0,117.0,115.0,120.0,10.0,10.0,1.0
1175,59.0,15.0,120.0,116.0,121.0,10.0,10.0,1.0
1176,56.0,16.0,117.0,115.0,120.0,10.0,10.0,1.0
1177,57.0,16.0,118.0,116.0,122.0,10.0,10.0,1.0
1178,58.0,15.0,118.0,115.0,120.0,10.0,10.0,1.0
1179,57.0,16.0,117.0,116.0,121.0,10.0,10.0,1.0
1180,58.0,15.0,120.0,116.0,121.0,10.0,10.0,1.0
1181,58.0,15.0,117.0,116.0,120.0,10.0,10.0,1.0
1207,62.0,121.0,123.0,153.0,135.0,11.0,11.0,1.0
1208,61.0,123.0,123.0,150.0,135.0,11.0,11.0,1.0
1209,61.0,121.0,122.0,152.0,134.0,11.0,11.0,1.0
1210,60.0,125.0,127.0,151.0,135.0,11.0,11.0,1.0
1211,59.0,120.0,123.0,153.0,134.0,11.0,11.0,1.0
1212,60.0,125.0,127.0,151.0,135.0,11.0,11.0,1.0
1213,59.0,120.0,122.0,152.0,134.0,11.0,11.0,1.0
1214,60.0,123.0,125.0,150.0,135.0,11.0,11.0,1.0
1215,61.0,121.0,122.0,151.0,134.0,11.0,11.0,1.0
1216,61.0,123.0,126.0,153.0,136.0,11.0,11.0,1.0
1217,61.0,120.0,123.0,152.0,134.0,11.0,11.0,1.0
1218,61.0,122.0,125.0,152.0,136.0,11.0,11.0,1.0
1219,62.0,121.0,123.0,153.0,134.0,11.0,11.0,1.0
1220,61.0,122.0,125.0,151.0,135.0,11.0,11.0,1.0
1221,62.0,117.0,121.0,151.0,134.0,11.0,11.0,1.0
1222,61.0,121.0,125.0,152.0,136.0,11.0,11.0,1.0
1223,62.0,117.0,121.0,152.0,135.0,11.0,11.0,1.0
1224,62.0,120.0,123.0,151.0,134.0,11.0,11.0,1.0
1225,63.0,119.0,120.0,151.0,134.0,11.0,11.0,1.0
1226,62.0,120.0,123.0,151.0,135.0,11.0,11.0,1.0
1227,62.0,115.0,119.0,151.0,134.0,11.0,11.0,1.0
1228,61.0,114.0,117.0,145.0,132.0,11.0,11.0,1.0
1229,61.0,109.0,113.0,140.0,131.0,11.0,11.0,1.0
1230,61.0,107.0,109.0,138.0,131.0,11.0,11.0,1.0
1231,61.0,108.0,110.0,138.0,132.0,11.0,11.0,1.0
1232,62.0,101.0,108.0,135.0,131.0,11.0,11.0,1.0
1233,59.0,103.0,108.0,134.0,130.0,11.0,11.0,1.0
1234,59.0,101.0,107.0,133.0,129.0,11.0,11.0,1.0
1235,58.0,103.0,111.0,136.0,128.0,11.0,11.0,1.0
1236,60.0,101.0,108.0,129.0,126.0,11.0,11.0,1.0
1237,62.0,101.0,109.0,131.0,126.0,11.0,11.0,1.0
1238,62.0,98.0,109.0,130.0,125.0,11.0,11.0,1.0
1239,61.0,99.0,109.0,128.0,125.0,11.0,11.0,1.0
1240,55.0,95.0,107.0,128.0,124.0,11.0,11.0,1.0
1241,53.0,96.0,108.0,132.0,128.0,11.0,11.0,1.0
1242,56.0,88.0,105.0,119.0,120.0,11.0,11.0,1.0
1243,53.0,91.0,103.0,113.0,116.0,11.0,11.0,1.0
1244,54.0,87.0,104.0,110.0,112.0,11.0,11.0,1.0
1245,52.0,87.0,105.0,110.0,111.0,11.0,11.0,1.0
1246,54.0,85.0,101.0,107.0,109.0,11.0,11.0,1.0
1247,58.0,84.0,100.0,105.0,107.0,11.0,11.0,1.0
1248,45.0,71.0,83.0,90.0,97.0,11.0,11.0,1.0
1249,44.0,74.0,88.0,93.0,98.0,11.0,11.0,1.0
1250,35.0,65.0,76.0,78.0,87.0,11.0,11.0,1.0
1251,35.0,65.0,75.0,78.0,87.0,11.0,11.0,1.0
1252,29.0,60.0,70.0,73.0,83.0,11.0,11.0,1.0
1253,28.0,60.0,71.0,75.0,84.0,11.0,11.0,1.0
1254,17.0,54.0,63.0,66.0,76.0,11.0,11.0,1.0
1255,17.0,55.0,63.0,66.0,76.0,11.0,11.0,1.0
1256,11.0,49.0,54.0,51.0,59.0,11.0,11.0,1.0
1257,15.0,49.0,55.0,51.0,58.0,11.0,11.0,1.0
1258,14.0,46.0,50.0,46.0,52.0,11.0,11.0,1.0
1259,10.0,47.0,51.0,47.0,52.0,11.0,11.0,1.0
1260,9.0,45.0,49.0,43.0,47.0,11.0,11.0,1.0
1261,9.0,44.0,49.0,43.0,46.0,11.0,11.0,1.0
1262,10.0,42.0,45.0,38.0,43.0,11.0,11.0,1.0
1263,10.0,43.0,45.0,39.0,44.0,11.0,11.0,1.0
1264,11.0,41.0,42.0,32.0,36.0,11.0,11.0,1.0
1265,12.0,40.0,40.0,33.0,38.0,11.0,11.0,1.0
1266,13.0,39.0,39.0,29.0,34.0,11.0,11.0,1.0
1267,12.0,39.0,39.0,31.0,35.0,11.0,11.0,1.0
1268,15.0,37.0,37.0,29.0,31.0,11.0,11.0,1.0
1269,14.0,37.0,37.0,29.0,32.0,11.0,11.0,1.0
1270,14.0,38.0,38.0,30.0,32.0,11.0,11.0,1.0
1271,16.0,37.0,36.0,29.0,32.0,11.0,11.0,1.0
1272,13.0,37.0,38.0,30.0,33.0,11.0,11.0,1.0
1273,17.0,37.0,37.0,29.0,33.0,11.0,11.0,1.0
1293,59.0,116.0,124.0,151.0,135.0,12.0,12.0,1.0
1294,59.0,113.0,121.0,150.0,135.0,12.0,12.0,1.0
1295,59.0,116.0,124.0,150.0,135.0,12.0,12.0,1.0
1296,61.0,114.0,121.0,147.0,132.0,12.0,12.0,1.0
1297,58.0,114.0,119.0,151.0,134.0,12.0,12.0,1.0
1298,58.0,111.0,119.0,144.0,132.0,12.0,12.0,1.0
1299,57.0,113.0,119.0,150.0,134.0,12.0,12.0,1.0
1300,57.0,111.0,118.0,143.0,132.0,12.0,12.0,1.0
1301,56.0,112.0,118.0,146.0,133.0,12.0,12.0,1.0
1302,57.0,110.0,117.0,143.0,132.0,12.0,12.0,1.0
1303,57.0,111.0,116.0,143.0,133.0,12.0,12.0,1.0
1304,57.0,103.0,110.0,137.0,131.0,12.0,12.0,1.0
1305,58.0,102.0,110.0,137.0,130.0,12.0,12.0,1.0
1306,57.0,97.0,111.0,136.0,130.0,12.0,12.0,1.0
1307,55.0,94.0,108.0,131.0,127.0,12.0,12.0,1.0
1308,57.0,91.0,107.0,130.0,127.0,12.0,12.0,1.0
1309,58.0,92.0,104.0,127.0,126.0,12.0,12.0,1.0
1310,56.0,77.0,109.0,129.0,128.0,12.0,12.0,1.0
1311,59.0,86.0,113.0,128.0,126.0,12.0,12.0,1.0
1312,51.0,69.0,107.0,124.0,124.0,12.0,12.0,1.0
1313,59.0,72.0,110.0,126.0,126.0,12.0,12.0,1.0
1314,49.0,54.0,108.0,123.0,122.0,12.0,12.0,1.0
1315,52.0,53.0,111.0,125.0,123.0,12.0,12.0,1.0
1316,45.0,46.0,109.0,115.0,110.0,12.0,12.0,1.0
1317,47.0,46.0,108.0,115.0,110.0,12.0,12.0,1.0
1318,50.0,37.0,104.0,108.0,102.0,12.0,12.0,1.0
1319,49.0,37.0,104.0,108.0,102.0,12.0,12.0,1.0
1320,54.0,24.0,98.0,102.0,100.0,12.0,12.0,1.0
1321,48.0,23.0,96.0,100.0,99.0,12.0,12.0,1.0
1322,42.0,13.0,83.0,89.0,95.0,12.0,12.0,1.0
1323,43.0,12.0,82.0,87.0,93.0,12.0,12.0,1.0
1324,25.0,10.0,82.0,87.0,95.0,12.0,12.0,1.0
1325,29.0,8.0,81.0,82.0,90.0,12.0,12.0,1.0
1326,6.0,6.0,76.0,81.0,88.0,12.0,12.0,1.0
1327,8.0,6.0,78.0,80.0,89.0,12.0,12.0,1.0
1328,4.0,7.0,76.0,80.0,90.0,12.0,12.0,1.0
1329,6.0,6.0,79.0,80.0,90.0,12.0,12.0,1.0
1330,4.0,7.0,72.0,77.0,87.0,12.0,12.0,1.0
1331,6.0,6.0,72.0,76.0,86.0,12.0,12.0,1.0
1332,4.0,7.0,69.0,73.0,85.0,12.0,12.0,1.0
1333,5.0,7.0,69.0,73.0,84.0,12.0,12.0,1.0
1334,3.0,7.0,66.0,69.0,84.0,12.0,12.0,1.0
1335,2.0,7.0,66.0,71.0,82.0,12.0,12.0,1.0
1336,4.0,7.0,66.0,70.0,84.0,12.0,12.0,1.0
1337,3.0,7.0,67.0,71.0,84.0,12.0,12.0,1.0
1338,5.0,6.0,64.0,67.0,83.0,12.0,12.0,1.0
1339,5.0,6.0,66.0,68.0,82.0,12.0,12.0,1.0
1340,5.0,6.0,64.0,66.0,82.0,12.0,12.0,1.0
1341,3.0,6.0,64.0,67.0,81.0,12.0,12.0,1.0
1342,5.0,6.0,64.0,67.0,83.0,12.0,12.0,1.0
1343,5.0,6.0,64.0,67.0,82.0,12.0,12.0,1.0
1344,5.0,6.0,65.0,68.0,84.0,12.0,12.0,1.0
1345,5.0,6.0,65.0,68.0,83.0,12.0,12.0,1.0
1346,5.0,6.0,64.0,66.0,81.0,12.0,12.0,1.0
1347,4.0,6.0,64.0,66.0,82.0,12.0,12.0,1.0
1348,4.0,6.0,64.0,67.0,84.0,12.0,12.0,1.0
1349,4.0,6.0,64.0,66.0,83.0,12.0,12.0,1.0
1350,5.0,6.0,64.0,67.0,84.0,12.0,12.0,1.0
1351,5.0,6.0,64.0,67.0,84.0,12.0,12.0,1.0
1389,35.0,7.0,24.0,138.0,126.0,13.0,13.0,
1390,35.0,7.0,25.0,139.0,127.0,13.0,13.0,
1391,35.0,7.0,24.0,140.0,128.0,13.0,13.0,
1392,36.0,6.0,25.0,141.0,128.0,13.0,13.0,
1393,35.0,7.0,25.0,140.0,128.0,13.0,13.0,
1394,35.0,7.0,26.0,140.0,128.0,13.0,13.0,
1395,34.0,6.0,25.0,140.0,129.0,13.0,13.0,
1396,36.0,7.0,25.0,141.0,127.0,13.0,13.0,
1397,36.0,7.0,25.0,139.0,128.0,13.0,13.0,
1398,36.0,7.0,25.0,140.0,128.0,13.0,13.0,
1399,34.0,7.0,26.0,142.0,129.0,13.0,13.0,
1400,35.0,7.0,26.0,141.0,128.0,13.0,13.0,
1401,36.0,6.0,25.0,140.0,129.0,13.0,13.0,
1402,35.0,7.0,26.0,140.0,128.0,13.0,13.0,
1403,33.0,7.0,26.0,141.0,130.0,13.0,13.0,
1404,33.0,7.0,26.0,140.0,129.0,13.0,13.0,
1405,33.0,7.0,27.0,141.0,130.0,13.0,13.0,
1406,33.0,7.0,26.0,140.0,129.0,13.0,13.0,
1407,33.0,7.0,27.0,141.0,130.0,13.0,13.0,
1408,35.0,7.0,26.0,142.0,130.0,13.0,13.0,
1409,33.0,6.0,26.0,141.0,130.0,13.0,13.0,
1410,34.0,7.0,26.0,142.0,131.0,13.0,13.0,
1411,33.0,7.0,27.0,141.0,131.0,13.0,13.0,
1412,34.0,7.0,26.0,142.0,130.0,13.0,13.0,
1413,34.0,7.0,26.0,142.0,130.0,13.0,13.0,
1414,35.0,7.0,26.0,142.0,130.0,13.0,13.0,
1415,34.0,7.0,26.0,140.0,129.0,13.0,13.0,
1416,34.0,7.0,26.0,141.0,128.0,13.0,13.0,
1417,35.0,7.0,25.0,142.0,129.0,13.0,13.0,
1418,35.0,6.0,25.0,141.0,127.0,13.0,13.0,
1419,33.0,7.0,26.0,139.0,129.0,13.0,13.0,
1472,64.0,40.0,122.0,136.0,93.0,14.0,14.0,
1473,65.0,40.0,124.0,138.0,93.0,14.0,14.0,
1474,64.0,41.0,123.0,138.0,94.0,14.0,14.0,
1475,64.0,41.0,124.0,139.0,94.0,14.0,14.0,
1476,65.0,40.0,123.0,138.0,94.0,14.0,14.0,
1477,65.0,41.0,123.0,138.0,94.0,14.0,14.0,
1478,65.0,40.0,123.0,138.0,94.0,14.0,14.0,
1479,65.0,40.0,122.0,137.0,94.0,14.0,14.0,
1480,65.0,41.0,123.0,139.0,94.0,14.0,14.0,
1481,65.0,40.0,122.0,137.0,94.0,14.0,14.0,
1482,66.0,41.0,123.0,138.0,94.0,14.0,14.0,
1483,66.0,41.0,123.0,138.0,94.0,14.0,14.0,
1484,66.0,41.0,123.0,138.0,94.0,14.0,14.0,
1485,66.0,41.0,122.0,137.0,94.0,14.0,14.0,
1486,65.0,41.0,123.0,137.0,94.0,14.0,14.0,
1487,66.0,42.0,123.0,138.0,94.0,14.0,14.0,
1488,66.0,41.0,122.0,137.0,94.0,14.0,14.0,
1489,66.0,41.0,120.0,136.0,93.0,14.0,14.0,
1490,67.0,41.0,122.0,136.0,93.0,14.0,14.0,
1491,66.0,41.0,121.0,136.0,94.0,14.0,14.0,
1492,67.0,41.0,122.0,137.0,93.0,14.0,14.0,
1493,66.0,42.0,122.0,137.0,93.0,14.0,14.0,
1494,67.0,41.0,122.0,137.0,93.0,14.0,14.0,
1495,66.0,42.0,122.0,138.0,94.0,14.0,14.0,
1496,67.0,42.0,123.0,137.0,93.0,14.0,14.0,
1497,66.0,42.0,122.0,137.0,94.0,14.0,14.0,
1498,67.0,42.0,122.0,137.0,94.0,14.0,14.0,
1499,66.0,42.0,123.0,138.0,94.0,14.0,14.0,
1500,67.0,42.0,122.0,137.0,94.0,14.0,14.0,
1501,67.0,42.0,122.0,138.0,94.0,14.0,14.0,
1502,67.0,42.0,121.0,136.0,94.0,14.0,14.0,
1503,66.0,42.0,122.0,136.0,94.0,14.0,14.0,
1504,68.0,43.0,123.0,137.0,94.0,14.0,14.0,
1505,66.0,42.0,123.0,138.0,94.0,14.0,14.0,
1506,66.0,43.0,122.0,138.0,94.0,14.0,14.0,
1507,66.0,42.0,122.0,138.0,94.0,14.0,14.0,
1508,66.0,42.0,123.0,138.0,94.0,14.0,14.0,
1509,67.0,42.0,123.0,139.0,95.0,14.0,14.0,
1561,63.0,108.0,129.0,144.0,15.0,15.0,15.0,1.0
1562,63.0,107.0,129.0,145.0,15.0,15.0,15.0,1.0
1563,65.0,107.0,128.0,146.0,16.0,15.0,15.0,1.0
1564,64.0,107.0,128.0,143.0,15.0,15.0,15.0,1.0
1565,64.0,106.0,128.0,146.0,16.0,15.0,15.0,1.0
1566,63.0,106.0,128.0,145.0,15.0,15.0,15.0,1.0
1567,64.0,106.0,128.0,145.0,16.0,15.0,15.0,1.0
1568,64.0,109.0,128.0,144.0,15.0,15.0,15.0,1.0
1569,65.0,110.0,130.0,147.0,15.0,15.0,15.0,1.0
1570,64.0,109.0,128.0,144.0,15.0,15.0,15.0,1.0
1571,65.0,110.0,130.0,146.0,15.0,15.0,15.0,1.0
1572,63.0,106.0,128.0,144.0,14.0,15.0,15.0,1.0
1573,64.0,107.0,129.0,146.0,14.0,15.0,15.0,1.0
1574,65.0,104.0,128.0,145.0,14.0,15.0,15.0,1.0
1575,63.0,103.0,128.0,145.0,14.0,15.0,15.0,1.0
1576,63.0,103.0,128.0,145.0,15.0,15.0,15.0,1.0
1577,64.0,106.0,127.0,144.0,14.0,15.0,15.0,1.0
1578,64.0,104.0,128.0,145.0,15.0,15.0,15.0,1.0
1579,65.0,103.0,127.0,144.0,14.0,15.0,15.0,1.0
1580,64.0,104.0,127.0,145.0,15.0,15.0,15.0,1.0
1581,62.0,104.0,127.0,143.0,14.0,15.0,15.0,1.0
1582,65.0,106.0,128.0,146.0,15.0,15.0,15.0,1.0
1583,62.0,102.0,126.0,143.0,14.0,15.0,15.0,1.0
1584,64.0,105.0,129.0,147.0,15.0,15.0,15.0,1.0
1585,62.0,102.0,127.0,144.0,14.0,15.0,15.0,1.0
1586,65.0,105.0,128.0,146.0,14.0,15.0,15.0,1.0
1587,64.0,104.0,128.0,144.0,14.0,15.0,15.0,1.0
1588,64.0,104.0,128.0,145.0,14.0,15.0,15.0,1.0
1589,65.0,102.0,127.0,144.0,14.0,15.0,15.0,1.0
1590,65.0,103.0,128.0,145.0,15.0,15.0,15.0,1.0
1591,65.0,103.0,128.0,145.0,14.0,15.0,15.0,1.0
1592,64.0,104.0,129.0,145.0,15.0,15.0,15.0,1.0
1593,63.0,105.0,128.0,144.0,14.0,15.0,15.0,1.0
1594,64.0,110.0,130.0,148.0,13.0,15.0,15.0,1.0
1595,64.0,108.0,129.0,144.0,13.0,15.0,15.0,1.0
1596,63.0,113.0,131.0,148.0,13.0,15.0,15.0,1.0
1597,66.0,109.0,130.0,145.0,12.0,15.0,15.0,1.0
1598,63.0,106.0,129.0,146.0,12.0,15.0,15.0,1.0
1599,66.0,106.0,128.0,145.0,13.0,15.0,15.0,1.0
1600,65.0,109.0,129.0,145.0,13.0,15.0,15.0,1.0
1601,62.0,104.0,128.0,144.0,13.0,15.0,15.0,1.0
1602,63.0,108.0,130.0,147.0,13.0,15.0,15.0,1.0
1603,63.0,104.0,126.0,142.0,12.0,15.0,15.0,1.0
1604,64.0,106.0,129.0,145.0,14.0,15.0,15.0,1.0
1605,61.0,104.0,125.0,141.0,13.0,15.0,15.0,1.0
1606,66.0,112.0,130.0,145.0,13.0,15.0,15.0,1.0
1607,62.0,108.0,125.0,141.0,11.0,15.0,15.0,1.0
1608,68.0,112.0,130.0,142.0,12.0,15.0,15.0,1.0
1609,68.0,111.0,125.0,139.0,11.0,15.0,15.0,1.0
1610,70.0,103.0,127.0,139.0,13.0,15.0,15.0,1.0
1611,76.0,115.0,124.0,131.0,10.0,15.0,15.0,1.0
