frame,thumb_angle,index_angle,middle_angle,ring_angle,pinky_angle,label
4339,15.0,113.0,141.0,145.0,96.0,
4340,17.0,69.0,145.0,148.0,98.0,
4341,17.0,93.0,140.0,146.0,96.0,
4342,16.0,120.0,145.0,148.0,98.0,
4343,15.0,116.0,145.0,148.0,97.0,
4344,19.0,46.0,141.0,147.0,96.0,
4345,17.0,80.0,145.0,148.0,95.0,
4346,19.0,90.0,145.0,149.0,98.0,
4347,18.0,110.0,141.0,145.0,93.0,
4348,15.0,137.0,149.0,149.0,98.0,
4349,51.0,29.0,143.0,159.0,133.0,
4350,69.0,22.0,132.0,140.0,125.0,
4351,38.0,89.0,126.0,125.0,30.0,
4352,49.0,71.0,148.0,156.0,81.0,
4353,26.0,117.0,123.0,122.0,26.0,
4354,20.0,152.0,150.0,153.0,32.0,
4355,20.0,151.0,149.0,152.0,32.0,
4356,21.0,152.0,149.0,153.0,32.0,
4357,20.0,152.0,149.0,153.0,31.0,
4358,21.0,152.0,149.0,152.0,32.0,
4359,20.0,152.0,149.0,153.0,32.0,
4360,19.0,151.0,148.0,152.0,32.0,
4361,19.0,151.0,147.0,152.0,31.0,
4362,14.0,143.0,142.0,146.0,31.0,
4363,14.0,145.0,142.0,146.0,27.0,
4364,7.0,134.0,132.0,132.0,24.0,
4365,7.0,144.0,138.0,141.0,25.0,
4366,3.0,132.0,123.0,130.0,21.0,
4367,3.0,134.0,127.0,132.0,24.0,
4368,4.0,135.0,134.0,136.0,29.0,
4369,1.0,129.0,133.0,130.0,30.0,
4370,10.0,123.0,130.0,117.0,26.0,45
4371,8.0,123.0,127.0,116.0,26.0,45
4372,11.0,121.0,124.0,114.0,26.0,45
4373,10.0,118.0,124.0,114.0,24.0,45
4374,8.0,123.0,129.0,122.0,24.0,45
4375,11.0,120.0,128.0,119.0,26.0,45
4376,13.0,122.0,131.0,127.0,24.0,45
4377,12.0,120.0,129.0,121.0,25.0,45
4378,14.0,124.0,133.0,132.0,25.0,45
4379,12.0,122.0,131.0,125.0,26.0,45
4380,13.0,122.0,133.0,129.0,26.0,45
4381,13.0,123.0,133.0,131.0,25.0,45
4382,14.0,124.0,134.0,132.0,26.0,45
4383,15.0,123.0,133.0,131.0,24.0,45
4384,17.0,125.0,135.0,135.0,26.0,45
4385,15.0,124.0,135.0,133.0,25.0,45
4386,16.0,126.0,135.0,133.0,25.0,45
4387,16.0,121.0,134.0,132.0,23.0,45
4388,17.0,123.0,133.0,130.0,24.0,45
4389,15.0,123.0,136.0,133.0,24.0,45
4390,15.0,126.0,134.0,131.0,23.0,45
4391,15.0,120.0,133.0,132.0,22.0,45
4392,13.0,123.0,132.0,128.0,23.0,45
4393,14.0,122.0,133.0,129.0,21.0,45
4394,13.0,124.0,134.0,128.0,22.0,45
4395,13.0,124.0,136.0,135.0,22.0,45
4396,13.0,122.0,132.0,125.0,21.0,45
4397,12.0,124.0,134.0,127.0,22.0,45
4398,12.0,123.0,133.0,122.0,22.0,45
4399,9.0,122.0,134.0,127.0,22.0,45
4400,9.0,122.0,134.0,129.0,22.0,45
4401,10.0,123.0,134.0,129.0,22.0,
4402,8.0,122.0,133.0,127.0,22.0,
4403,9.0,121.0,132.0,126.0,22.0,
4404,7.0,122.0,132.0,127.0,23.0,
4405,8.0,122.0,130.0,124.0,23.0,
4406,9.0,121.0,130.0,125.0,23.0,
4407,9.0,122.0,130.0,124.0,22.0,
4408,8.0,123.0,130.0,122.0,23.0,
4409,8.0,122.0,130.0,123.0,23.0,
4410,9.0,123.0,130.0,120.0,22.0,
4411,9.0,123.0,130.0,121.0,23.0,
4412,9.0,124.0,130.0,120.0,22.0,
4413,10.0,123.0,130.0,122.0,22.0,
4414,8.0,124.0,131.0,121.0,22.0,
4415,9.0,123.0,131.0,123.0,22.0,
4416,10.0,122.0,129.0,121.0,21.0,
4417,9.0,122.0,130.0,122.0,22.0,
4418,11.0,123.0,130.0,120.0,21.0,
4419,8.0,121.0,131.0,123.0,21.0,
4420,9.0,123.0,131.0,122.0,21.0,
4421,9.0,123.0,131.0,122.0,20.0,
4422,9.0,122.0,131.0,125.0,19.0,
4423,10.0,123.0,132.0,123.0,20.0,
4424,9.0,120.0,131.0,124.0,20.0,
4425,9.0,121.0,131.0,123.0,19.0,
4426,9.0,121.0,131.0,124.0,19.0,
4427,9.0,122.0,131.0,123.0,20.0,
4428,9.0,120.0,131.0,124.0,19.0,
4429,9.0,121.0,131.0,122.0,20.0,
4430,9.0,119.0,130.0,125.0,18.0,
4431,10.0,122.0,131.0,122.0,20.0,
4432,9.0,119.0,130.0,123.0,19.0,
4433,9.0,122.0,130.0,121.0,20.0,
4434,9.0,120.0,130.0,123.0,19.0,
4435,9.0,119.0,131.0,125.0,19.0,
4436,8.0,120.0,131.0,125.0,19.0,
4437,9.0,122.0,131.0,122.0,21.0,
4438,9.0,120.0,130.0,123.0,19.0,
4439,8.0,121.0,130.0,124.0,20.0,
4440,9.0,119.0,130.0,123.0,18.0,
4441,8.0,121.0,129.0,122.0,20.0,
4442,9.0,118.0,130.0,125.0,17.0,
4443,8.0,121.0,129.0,123.0,20.0,
4444,8.0,120.0,130.0,125.0,19.0,
4445,8.0,122.0,129.0,123.0,20.0,
4446,78.0,21.0,16.0,64.0,108.0,
4447,86.0,26.0,27.0,55.0,98.0,
4448,86.0,33.0,31.0,54.0,96.0,
4449,86.0,31.0,31.0,49.0,96.0,
4450,84.0,34.0,30.0,46.0,97.0,
4451,82.0,32.0,30.0,41.0,99.0,46
4452,81.0,29.0,29.0,39.0,101.0,46
4453,81.0,31.0,30.0,39.0,102.0,46
4454,83.0,32.0,29.0,40.0,104.0,46
4455,80.0,34.0,31.0,44.0,104.0,46
4456,79.0,33.0,31.0,45.0,104.0,46
4457,78.0,31.0,32.0,46.0,104.0,46
4458,77.0,32.0,32.0,47.0,104.0,46
4459,79.0,32.0,31.0,46.0,105.0,46
4460,78.0,32.0,32.0,46.0,104.0,46
4461,79.0,32.0,32.0,43.0,104.0,46
4462,78.0,32.0,32.0,46.0,104.0,46
4463,79.0,32.0,32.0,44.0,104.0,46
4464,78.0,33.0,32.0,46.0,104.0,46
4465,79.0,33.0,33.0,48.0,103.0,46
4466,77.0,33.0,34.0,48.0,103.0,46
4467,79.0,34.0,33.0,46.0,103.0,46
4468,78.0,32.0,33.0,46.0,104.0,46
4469,78.0,33.0,32.0,46.0,104.0,46
4470,79.0,34.0,33.0,46.0,103.0,46
4471,78.0,34.0,33.0,48.0,103.0,46
4472,79.0,34.0,34.0,47.0,102.0,46
4473,78.0,32.0,33.0,47.0,102.0,46
4474,79.0,33.0,32.0,45.0,103.0,46
4475,78.0,34.0,33.0,48.0,103.0,46
4476,78.0,33.0,32.0,46.0,103.0,46
4477,78.0,33.0,32.0,46.0,103.0,46
4478,78.0,32.0,31.0,45.0,103.0,46
4479,79.0,32.0,32.0,47.0,103.0,46
4480,78.0,32.0,31.0,45.0,104.0,46
4481,77.0,32.0,32.0,47.0,103.0,46
4482,79.0,32.0,30.0,46.0,104.0,46
4483,77.0,31.0,30.0,45.0,104.0,46
4484,79.0,33.0,30.0,45.0,103.0,46
4485,78.0,31.0,29.0,43.0,103.0,46
4486,78.0,33.0,31.0,45.0,103.0,46
4487,78.0,33.0,30.0,45.0,104.0,46
4488,77.0,31.0,30.0,44.0,103.0,46
4489,79.0,35.0,32.0,48.0,103.0,46
4490,78.0,32.0,32.0,47.0,102.0,46
4491,77.0,33.0,32.0,47.0,102.0,46
4492,78.0,33.0,32.0,48.0,101.0,46
4493,77.0,33.0,33.0,49.0,103.0,46
4494,78.0,33.0,32.0,48.0,102.0,46
4495,77.0,32.0,31.0,48.0,102.0,46
4496,78.0,32.0,31.0,47.0,102.0,46
4497,77.0,32.0,33.0,49.0,102.0,46
4498,78.0,32.0,32.0,49.0,102.0,46
4499,78.0,33.0,33.0,50.0,102.0,46
4500,78.0,34.0,33.0,50.0,102.0,46
4501,78.0,33.0,33.0,50.0,103.0,46
4502,78.0,33.0,32.0,48.0,103.0,46
4503,77.0,34.0,33.0,49.0,102.0,46
4504,78.0,35.0,33.0,50.0,102.0,46
4505,78.0,34.0,34.0,48.0,101.0,46
4506,79.0,34.0,33.0,45.0,102.0,46
4507,79.0,35.0,34.0,45.0,100.0,46
4508,79.0,34.0,34.0,47.0,100.0,46
4509,77.0,35.0,35.0,49.0,101.0,46
4510,77.0,35.0,35.0,47.0,101.0,46
4511,76.0,34.0,34.0,46.0,101.0,46
4512,76.0,35.0,34.0,46.0,101.0,46
4513,76.0,34.0,34.0,46.0,101.0,46
4514,77.0,35.0,34.0,46.0,101.0,46
4515,76.0,35.0,35.0,48.0,102.0,46
4516,76.0,36.0,35.0,47.0,101.0,46
4517,76.0,35.0,35.0,49.0,101.0,46
4518,76.0,34.0,35.0,48.0,101.0,46
4519,76.0,35.0,34.0,48.0,101.0,46
4520,76.0,35.0,34.0,47.0,101.0,46
4521,77.0,35.0,34.0,46.0,101.0,46
4522,77.0,35.0,33.0,46.0,101.0,46
4523,77.0,35.0,34.0,46.0,101.0,46
4524,78.0,35.0,33.0,44.0,101.0,46
4525,79.0,35.0,33.0,45.0,101.0,46
4526,78.0,35.0,34.0,47.0,102.0,46
4527,78.0,34.0,34.0,45.0,100.0,46
4528,78.0,35.0,33.0,44.0,99.0,46
4529,78.0,35.0,34.0,45.0,100.0,46
4530,79.0,35.0,33.0,45.0,100.0,46
4531,77.0,36.0,35.0,47.0,99.0,46
4532,77.0,35.0,35.0,47.0,100.0,46
4533,77.0,35.0,34.0,47.0,99.0,46
4534,77.0,36.0,35.0,48.0,100.0,46
4535,77.0,35.0,33.0,44.0,100.0,46
4536,74.0,14.0,7.0,5.0,10.0,46
4537,72.0,11.0,2.0,7.0,3.0,46
4538,74.0,9.0,0.0,8.0,2.0,46
4539,73.0,9.0,1.0,8.0,4.0,46
4540,72.0,9.0,1.0,8.0,4.0,46
4541,73.0,9.0,2.0,8.0,4.0,
4542,74.0,9.0,2.0,8.0,4.0,
4543,73.0,8.0,2.0,9.0,3.0,
4544,72.0,9.0,2.0,8.0,4.0,
4545,71.0,8.0,1.0,8.0,3.0,
4546,74.0,9.0,2.0,8.0,3.0,
4547,73.0,9.0,1.0,8.0,3.0,
4548,71.0,9.0,1.0,8.0,4.0,
4549,73.0,9.0,1.0,8.0,4.0,
4550,74.0,9.0,2.0,9.0,3.0,
4551,73.0,9.0,1.0,8.0,4.0,
4552,73.0,9.0,2.0,8.0,4.0,47
4553,72.0,8.0,1.0,9.0,3.0,47
4554,72.0,9.0,2.0,8.0,4.0,47
4555,71.0,9.0,1.0,8.0,3.0,47
4556,73.0,9.0,2.0,8.0,4.0,47
4557,72.0,9.0,2.0,8.0,4.0,47
4558,73.0,9.0,2.0,8.0,4.0,47
4559,73.0,9.0,2.0,9.0,4.0,47
4560,72.0,9.0,2.0,8.0,4.0,47
4561,73.0,9.0,2.0,9.0,4.0,47
4562,73.0,9.0,2.0,8.0,4.0,47
4563,72.0,9.0,1.0,8.0,4.0,47
4564,71.0,9.0,2.0,8.0,4.0,47
4565,71.0,9.0,1.0,8.0,4.0,47
4566,71.0,9.0,1.0,8.0,4.0,47
4567,71.0,9.0,1.0,8.0,4.0,47
4568,72.0,9.0,2.0,8.0,4.0,47
4569,74.0,9.0,2.0,8.0,4.0,47
4570,73.0,9.0,2.0,8.0,4.0,47
4571,73.0,9.0,2.0,8.0,4.0,47
4572,73.0,9.0,2.0,8.0,4.0,47
4573,73.0,9.0,2.0,8.0,3.0,47
4574,73.0,9.0,2.0,8.0,4.0,47
4575,73.0,9.0,2.0,8.0,4.0,47
4576,74.0,9.0,2.0,8.0,4.0,47
4577,73.0,8.0,1.0,8.0,3.0,47
4578,72.0,9.0,2.0,8.0,4.0,47
4579,72.0,9.0,1.0,8.0,4.0,47
4580,71.0,9.0,1.0,8.0,4.0,47
4581,73.0,9.0,1.0,8.0,4.0,47
4582,72.0,8.0,2.0,9.0,3.0,47
4583,72.0,9.0,2.0,8.0,4.0,47
4584,72.0,9.0,1.0,8.0,4.0,47
4585,73.0,9.0,1.0,8.0,3.0,47
4586,72.0,9.0,1.0,8.0,4.0,47
4587,72.0,9.0,1.0,8.0,3.0,47
4588,73.0,9.0,2.0,8.0,4.0,47
4589,72.0,9.0,1.0,8.0,4.0,47
4590,73.0,9.0,1.0,8.0,3.0,47
4591,72.0,9.0,1.0,8.0,4.0,47
4592,72.0,9.0,1.0,8.0,4.0,47
4593,72.0,9.0,1.0,8.0,4.0,47
4594,72.0,9.0,1.0,8.0,3.0,47
4595,72.0,9.0,2.0,8.0,4.0,47
4596,74.0,9.0,2.0,8.0,3.0,47
4597,73.0,9.0,2.0,8.0,3.0,47
4598,73.0,9.0,2.0,8.0,4.0,47
4599,73.0,9.0,2.0,8.0,3.0,47
4600,73.0,9.0,2.0,8.0,4.0,47
4601,73.0,9.0,2.0,8.0,4.0,47
4602,73.0,9.0,2.0,9.0,3.0,47
4603,72.0,9.0,2.0,8.0,3.0,47
4604,72.0,9.0,2.0,8.0,3.0,47
4605,72.0,9.0,2.0,8.0,3.0,47
4606,73.0,9.0,2.0,8.0,4.0,47
4607,73.0,9.0,1.0,8.0,3.0,47
4608,73.0,9.0,2.0,8.0,3.0,47
4609,73.0,9.0,2.0,8.0,4.0,47
4610,74.0,9.0,2.0,8.0,3.0,47
4611,72.0,9.0,2.0,8.0,4.0,47
4612,72.0,9.0,1.0,8.0,3.0,47
4613,73.0,9.0,2.0,8.0,3.0,47
4614,73.0,10.0,2.0,8.0,4.0,47
4615,75.0,11.0,3.0,6.0,5.0,47
4616,76.0,11.0,4.0,6.0,6.0,47
4617,90.0,11.0,2.0,6.0,3.0,47
4618,88.0,12.0,3.0,5.0,5.0,47
4619,99.0,14.0,5.0,5.0,7.0,47
4620,98.0,15.0,5.0,5.0,8.0,
4621,99.0,16.0,8.0,3.0,14.0,
4622,98.0,17.0,8.0,3.0,13.0,
4623,96.0,18.0,10.0,5.0,14.0,
4624,98.0,19.0,9.0,5.0,16.0,
4625,97.0,21.0,10.0,6.0,15.0,
4626,99.0,18.0,9.0,8.0,12.0,
4627,101.0,17.0,8.0,9.0,10.0,
4628,99.0,17.0,8.0,9.0,9.0,
4629,102.0,18.0,9.0,10.0,8.0,
4630,104.0,17.0,9.0,11.0,7.0,
4631,99.0,18.0,9.0,10.0,8.0,
4632,101.0,18.0,9.0,10.0,8.0,
4633,26.0,85.0,128.0,131.0,120.0,
4634,36.0,89.0,121.0,134.0,119.0,
4635,34.0,88.0,123.0,137.0,120.0,
4636,36.0,93.0,122.0,136.0,121.0,
4637,37.0,93.0,123.0,136.0,121.0,
4638,37.0,96.0,125.0,137.0,121.0,
4639,37.0,92.0,127.0,139.0,121.0,
4640,36.0,93.0,127.0,139.0,122.0,
4641,35.0,93.0,128.0,139.0,122.0,
4642,37.0,90.0,126.0,139.0,123.0,
4643,36.0,93.0,127.0,138.0,122.0,
4644,37.0,91.0,125.0,138.0,122.0,
4645,36.0,94.0,127.0,138.0,121.0,
4646,36.0,89.0,124.0,138.0,122.0,
4647,36.0,94.0,127.0,139.0,122.0,
4648,35.0,89.0,124.0,137.0,123.0,
4649,36.0,93.0,127.0,139.0,122.0,
4650,37.0,91.0,124.0,137.0,123.0,
4651,36.0,92.0,125.0,138.0,122.0,48
4652,37.0,93.0,125.0,138.0,122.0,48
4653,37.0,94.0,124.0,137.0,121.0,48
4654,37.0,93.0,125.0,138.0,122.0,48
4655,36.0,94.0,125.0,137.0,121.0,48
4656,36.0,90.0,125.0,138.0,123.0,48
4657,35.0,90.0,124.0,138.0,123.0,48
4658,37.0,93.0,127.0,139.0,123.0,48
4659,38.0,96.0,126.0,138.0,122.0,48
4660,36.0,91.0,123.0,136.0,121.0,48
4661,37.0,93.0,126.0,139.0,123.0,48
4662,36.0,93.0,123.0,137.0,122.0,48
4663,37.0,92.0,126.0,138.0,123.0,48
4664,38.0,91.0,121.0,136.0,122.0,48
4665,37.0,92.0,125.0,137.0,122.0,48
4666,37.0,92.0,125.0,138.0,123.0,48
4667,37.0,92.0,125.0,138.0,122.0,48
4668,38.0,92.0,124.0,137.0,122.0,48
4669,37.0,92.0,124.0,136.0,121.0,48
4670,38.0,93.0,124.0,137.0,122.0,48
4671,36.0,90.0,123.0,136.0,122.0,48
4672,39.0,80.0,101.0,134.0,120.0,48
4673,36.0,92.0,124.0,137.0,124.0,48
4674,37.0,89.0,124.0,137.0,122.0,48
4675,38.0,92.0,122.0,136.0,122.0,48
4676,37.0,90.0,123.0,137.0,123.0,48
4677,37.0,92.0,124.0,137.0,123.0,48
4678,37.0,92.0,123.0,137.0,123.0,48
4679,38.0,92.0,123.0,136.0,122.0,48
4680,36.0,91.0,124.0,137.0,123.0,48
4681,39.0,92.0,123.0,137.0,122.0,48
4682,36.0,91.0,127.0,140.0,125.0,48
4683,39.0,91.0,124.0,136.0,121.0,48
4684,36.0,90.0,125.0,139.0,123.0,48
4685,40.0,93.0,124.0,137.0,122.0,48
4686,37.0,90.0,125.0,139.0,123.0,48
4687,39.0,91.0,124.0,137.0,122.0,48
4688,39.0,81.0,121.0,132.0,113.0,48
4689,35.0,85.0,119.0,132.0,116.0,48
4690,43.0,79.0,131.0,138.0,117.0,48
4691,36.0,81.0,128.0,139.0,116.0,48
4692,50.0,89.0,136.0,141.0,121.0,48
4693,52.0,86.0,132.0,139.0,118.0,48
4694,47.0,78.0,136.0,139.0,125.0,48
4695,51.0,83.0,138.0,139.0,123.0,48
4696,45.0,80.0,137.0,139.0,126.0,48
4697,44.0,86.0,142.0,141.0,127.0,48
4698,44.0,82.0,140.0,141.0,126.0,48
4699,44.0,83.0,142.0,143.0,125.0,48
4700,44.0,79.0,139.0,142.0,124.0,48
4701,44.0,77.0,137.0,140.0,124.0,48
4702,44.0,75.0,135.0,139.0,123.0,48
4703,45.0,75.0,136.0,139.0,122.0,48
4704,45.0,73.0,136.0,139.0,122.0,48
4705,44.0,76.0,135.0,138.0,121.0,48
4706,43.0,76.0,135.0,138.0,120.0,48
4707,44.0,73.0,135.0,138.0,119.0,48
4708,43.0,74.0,134.0,138.0,120.0,48
4709,46.0,74.0,135.0,138.0,121.0,
4710,44.0,73.0,136.0,139.0,120.0,
4711,45.0,74.0,134.0,138.0,120.0,
4712,43.0,73.0,135.0,138.0,120.0,
4713,44.0,73.0,134.0,138.0,120.0,
4714,43.0,72.0,134.0,138.0,120.0,
4715,44.0,74.0,135.0,138.0,121.0,
4716,44.0,76.0,135.0,138.0,120.0,
4717,43.0,76.0,134.0,138.0,119.0,
4718,45.0,73.0,135.0,138.0,121.0,
4719,44.0,74.0,135.0,139.0,120.0,
4720,44.0,74.0,135.0,139.0,121.0,
4721,45.0,75.0,135.0,139.0,120.0,
4722,43.0,74.0,134.0,138.0,120.0,
4723,44.0,74.0,134.0,138.0,121.0,
4724,44.0,75.0,135.0,138.0,120.0,
4725,45.0,75.0,134.0,138.0,120.0,
4726,43.0,73.0,134.0,139.0,120.0,
4727,45.0,75.0,134.0,138.0,120.0,
4728,43.0,76.0,134.0,138.0,119.0,
4729,46.0,77.0,134.0,138.0,120.0,
4730,44.0,75.0,134.0,138.0,120.0,
4731,31.0,134.0,125.0,133.0,116.0,
4732,52.0,128.0,131.0,136.0,121.0,
4733,68.0,112.0,122.0,128.0,117.0,
4734,68.0,111.0,124.0,129.0,118.0,
4735,63.0,112.0,127.0,130.0,118.0,
4736,54.0,109.0,128.0,132.0,118.0,
4737,51.0,108.0,128.0,133.0,120.0,
4738,52.0,109.0,130.0,136.0,121.0,
4739,51.0,109.0,132.0,137.0,123.0,
4740,53.0,110.0,131.0,137.0,122.0,
4741,50.0,108.0,131.0,137.0,123.0,
4742,54.0,109.0,130.0,136.0,121.0,
4743,50.0,109.0,131.0,138.0,123.0,
4744,54.0,109.0,130.0,135.0,121.0,49
4745,57.0,109.0,130.0,135.0,121.0,49
4746,52.0,108.0,131.0,136.0,122.0,49
4747,54.0,108.0,129.0,135.0,121.0,49
4748,52.0,108.0,131.0,137.0,122.0,49
4749,54.0,107.0,127.0,133.0,120.0,49
4750,52.0,109.0,131.0,136.0,122.0,49
4751,56.0,108.0,130.0,135.0,121.0,49
4752,51.0,107.0,129.0,134.0,121.0,49
4753,52.0,106.0,130.0,135.0,121.0,49
4754,51.0,107.0,131.0,136.0,121.0,49
4755,60.0,105.0,126.0,128.0,115.0,49
4756,76.0,111.0,124.0,123.0,115.0,49
4757,75.0,110.0,124.0,121.0,115.0,49
4758,71.0,109.0,119.0,113.0,116.0,49
4759,69.0,110.0,121.0,117.0,114.0,49
4760,72.0,108.0,124.0,123.0,118.0,49
4761,59.0,103.0,125.0,129.0,122.0,49
4762,51.0,106.0,127.0,133.0,123.0,49
4763,46.0,106.0,124.0,127.0,117.0,49
4764,45.0,102.0,123.0,128.0,118.0,49
4765,44.0,102.0,123.0,128.0,115.0,49
4766,44.0,102.0,123.0,129.0,117.0,49
4767,45.0,102.0,123.0,129.0,117.0,49
4768,44.0,102.0,123.0,129.0,117.0,49
4769,42.0,102.0,122.0,128.0,117.0,49
4770,42.0,104.0,123.0,127.0,117.0,49
4771,44.0,103.0,122.0,127.0,117.0,49
4772,43.0,104.0,123.0,127.0,116.0,49
4773,43.0,104.0,123.0,128.0,118.0,49
4774,44.0,103.0,123.0,128.0,117.0,49
4775,42.0,103.0,123.0,128.0,117.0,49
4776,43.0,104.0,123.0,128.0,118.0,49
4777,43.0,104.0,123.0,128.0,117.0,49
4778,42.0,105.0,124.0,128.0,117.0,49
4779,44.0,104.0,123.0,129.0,117.0,49
4780,42.0,104.0,125.0,129.0,119.0,49
4781,43.0,102.0,123.0,129.0,117.0,49
4782,45.0,105.0,124.0,128.0,118.0,49
4783,44.0,103.0,125.0,129.0,117.0,49
4784,43.0,102.0,122.0,127.0,116.0,49
4785,44.0,101.0,124.0,129.0,117.0,49
4786,45.0,104.0,124.0,127.0,117.0,49
4787,44.0,104.0,123.0,128.0,118.0,49
4788,44.0,100.0,121.0,128.0,116.0,49
4789,43.0,103.0,123.0,129.0,117.0,49
4790,43.0,103.0,122.0,128.0,118.0,49
4791,43.0,102.0,121.0,127.0,116.0,49
4792,43.0,102.0,122.0,127.0,116.0,49
4793,43.0,103.0,122.0,128.0,117.0,49
4794,43.0,102.0,121.0,127.0,116.0,49
4795,42.0,100.0,121.0,127.0,116.0,49
4796,43.0,100.0,121.0,127.0,117.0,49
4797,43.0,104.0,123.0,128.0,118.0,49
4798,44.0,103.0,123.0,128.0,118.0,49
4799,43.0,103.0,122.0,128.0,117.0,49
4800,43.0,103.0,122.0,128.0,117.0,49
4801,44.0,103.0,122.0,129.0,118.0,49
4802,43.0,103.0,122.0,128.0,117.0,49
4803,44.0,102.0,123.0,127.0,116.0,49
4804,44.0,102.0,123.0,130.0,117.0,49
4805,44.0,103.0,124.0,129.0,118.0,49
4806,45.0,103.0,123.0,129.0,117.0,49
4807,44.0,103.0,124.0,129.0,117.0,49
4808,45.0,104.0,125.0,131.0,119.0,49
4809,44.0,102.0,123.0,130.0,118.0,49
4810,45.0,103.0,124.0,129.0,118.0,49
4811,44.0,103.0,124.0,129.0,118.0,49
4812,43.0,103.0,123.0,129.0,117.0,49
4813,44.0,103.0,124.0,128.0,117.0,49
4814,44.0,103.0,125.0,131.0,119.0,49
4815,46.0,103.0,124.0,129.0,118.0,49
4816,44.0,102.0,125.0,132.0,119.0,49
4817,45.0,102.0,124.0,130.0,118.0,49
4818,46.0,103.0,125.0,131.0,119.0,
4819,44.0,104.0,127.0,131.0,118.0,
4820,49.0,105.0,125.0,131.0,118.0,
4821,56.0,30.0,139.0,135.0,98.0,
4822,58.0,32.0,123.0,133.0,110.0,
4823,69.0,33.0,131.0,138.0,116.0,
4824,67.0,31.0,128.0,135.0,117.0,
4825,62.0,32.0,125.0,129.0,113.0,
4826,62.0,33.0,125.0,128.0,110.0,
4827,63.0,33.0,124.0,127.0,111.0,
4828,63.0,35.0,125.0,130.0,114.0,
4829,64.0,37.0,125.0,128.0,111.0,
4830,60.0,37.0,124.0,128.0,113.0,
4831,60.0,38.0,120.0,127.0,112.0,
4832,60.0,37.0,119.0,124.0,109.0,
4833,62.0,38.0,124.0,130.0,116.0,
4834,60.0,37.0,120.0,125.0,112.0,
4835,56.0,36.0,123.0,128.0,116.0,50
4836,52.0,36.0,119.0,125.0,114.0,50
4837,47.0,36.0,120.0,125.0,114.0,50
4838,42.0,38.0,116.0,120.0,114.0,50
4839,45.0,35.0,117.0,122.0,115.0,50
4840,46.0,38.0,119.0,123.0,116.0,50
4841,47.0,39.0,118.0,122.0,117.0,50
4842,46.0,38.0,119.0,122.0,119.0,50
4843,44.0,37.0,119.0,123.0,120.0,50
4844,47.0,36.0,119.0,122.0,119.0,50
4845,65.0,33.0,131.0,131.0,118.0,50
4846,66.0,34.0,128.0,133.0,116.0,50
4847,63.0,36.0,122.0,130.0,114.0,50
4848,61.0,37.0,121.0,129.0,114.0,50
4849,48.0,33.0,119.0,122.0,118.0,50
4850,45.0,34.0,120.0,123.0,118.0,50
4851,45.0,33.0,119.0,122.0,118.0,50
4852,44.0,33.0,120.0,122.0,119.0,50
4853,47.0,32.0,120.0,122.0,119.0,50
4854,44.0,33.0,121.0,122.0,118.0,50
4855,47.0,32.0,120.0,122.0,119.0,50
4856,44.0,33.0,121.0,123.0,120.0,50
4857,45.0,32.0,120.0,121.0,120.0,50
4858,43.0,33.0,120.0,122.0,119.0,50
4859,42.0,33.0,119.0,120.0,119.0,50
4860,43.0,31.0,121.0,122.0,119.0,50
4861,44.0,31.0,121.0,121.0,119.0,50
4862,42.0,30.0,120.0,120.0,118.0,50
4863,42.0,29.0,121.0,122.0,120.0,50
4864,42.0,32.0,121.0,121.0,120.0,50
4865,43.0,30.0,122.0,123.0,120.0,50
4866,43.0,32.0,122.0,122.0,120.0,50
4867,64.0,33.0,130.0,132.0,124.0,50
4868,43.0,31.0,121.0,121.0,119.0,50
4869,55.0,111.0,130.0,138.0,128.0,50
4870,63.0,35.0,132.0,138.0,119.0,50
4871,45.0,32.0,120.0,120.0,118.0,50
4872,64.0,32.0,129.0,130.0,124.0,50
4873,46.0,31.0,121.0,121.0,118.0,50
4874,46.0,31.0,121.0,120.0,118.0,50
4875,46.0,32.0,121.0,120.0,118.0,50
4876,46.0,31.0,120.0,120.0,118.0,50
4877,43.0,30.0,120.0,120.0,120.0,50
4878,45.0,29.0,120.0,120.0,119.0,50
4879,44.0,31.0,121.0,121.0,119.0,50
4880,47.0,32.0,121.0,120.0,119.0,50
4881,42.0,30.0,119.0,120.0,120.0,50
4882,44.0,29.0,120.0,121.0,119.0,50
4883,45.0,30.0,120.0,121.0,118.0,50
4884,44.0,29.0,121.0,121.0,118.0,50
4885,46.0,30.0,121.0,121.0,118.0,50
4886,46.0,29.0,120.0,120.0,118.0,50
4887,45.0,30.0,121.0,121.0,118.0,50
4888,63.0,38.0,125.0,124.0,116.0,50
4889,43.0,30.0,120.0,121.0,119.0,50
4890,65.0,31.0,125.0,122.0,113.0,50
4891,62.0,40.0,129.0,135.0,117.0,50
4892,46.0,30.0,121.0,121.0,120.0,50
4893,61.0,36.0,118.0,115.0,110.0,50
4894,62.0,37.0,123.0,127.0,112.0,50
4895,60.0,41.0,126.0,131.0,120.0,50
4896,49.0,30.0,121.0,121.0,118.0,50
4897,63.0,37.0,123.0,119.0,113.0,50
4898,61.0,37.0,121.0,128.0,114.0,50
4899,58.0,40.0,119.0,126.0,115.0,50
4900,47.0,32.0,123.0,123.0,121.0,
4901,69.0,11.0,7.0,104.0,113.0,
4902,64.0,10.0,10.0,105.0,115.0,
4903,61.0,11.0,9.0,105.0,116.0,
