frame,thumb_angle,index_angle,middle_angle,ring_angle,pinky_angle,label
1596,63.0,113.0,131.0,148.0,13.0,15
1597,66.0,109.0,130.0,145.0,12.0,15
1598,63.0,106.0,129.0,146.0,12.0,15
1599,66.0,106.0,128.0,145.0,13.0,15
1600,65.0,109.0,129.0,145.0,13.0,15
1601,62.0,104.0,128.0,144.0,13.0,15
1602,63.0,108.0,130.0,147.0,13.0,15
1603,63.0,104.0,126.0,142.0,12.0,15
1604,64.0,106.0,129.0,145.0,14.0,15
1605,61.0,104.0,125.0,141.0,13.0,15
1606,66.0,112.0,130.0,145.0,13.0,15
1607,62.0,108.0,125.0,141.0,11.0,15
1608,68.0,112.0,130.0,142.0,12.0,15
1609,68.0,111.0,125.0,139.0,11.0,15
1610,70.0,103.0,127.0,139.0,13.0,15
1611,76.0,115.0,124.0,131.0,10.0,15
1612,78.0,110.0,123.0,133.0,10.0,15
1613,87.0,113.0,123.0,126.0,10.0,15
1614,90.0,114.0,126.0,130.0,11.0,15
1615,93.0,121.0,123.0,121.0,18.0,15
1616,94.0,120.0,124.0,119.0,17.0,15
1617,92.0,125.0,126.0,122.0,23.0,15
1618,95.0,131.0,128.0,122.0,24.0,15
1619,99.0,126.0,128.0,125.0,27.0,15
1620,100.0,137.0,131.0,128.0,24.0,15
1621,89.0,129.0,126.0,127.0,30.0,15
1622,94.0,127.0,131.0,129.0,26.0,15
1623,86.0,130.0,131.0,129.0,40.0,15
1624,90.0,139.0,141.0,135.0,33.0,15
1625,88.0,148.0,148.0,133.0,40.0,15
1626,81.0,148.0,147.0,142.0,38.0,15
1627,76.0,153.0,155.0,146.0,33.0,15
1628,80.0,157.0,151.0,144.0,29.0,15
1629,78.0,145.0,145.0,137.0,29.0,15
1630,78.0,152.0,151.0,142.0,27.0,15
1631,78.0,144.0,145.0,139.0,22.0,15
1632,81.0,145.0,145.0,137.0,28.0,15
1633,78.0,139.0,142.0,136.0,19.0,15
1634,81.0,145.0,145.0,138.0,27.0,15
1635,77.0,141.0,141.0,138.0,16.0,15
1636,80.0,140.0,142.0,135.0,25.0,15
1637,72.0,137.0,142.0,139.0,16.0,15
1638,76.0,143.0,144.0,138.0,22.0,15
1639,71.0,142.0,141.0,139.0,16.0,15
1640,77.0,142.0,143.0,136.0,22.0,15
1641,74.0,142.0,144.0,139.0,17.0,15
1642,81.0,142.0,142.0,135.0,21.0,15
1643,77.0,139.0,143.0,137.0,18.0,15
1644,26.0,60.0,129.0,131.0,117.0,15
1645,25.0,57.0,130.0,137.0,121.0,15
1646,24.0,59.0,129.0,138.0,124.0,15
1647,26.0,58.0,127.0,137.0,125.0,15
1648,23.0,60.0,126.0,136.0,126.0,15
1649,21.0,63.0,127.0,137.0,129.0,
1650,19.0,59.0,127.0,136.0,129.0,
1651,20.0,59.0,126.0,135.0,130.0,
1652,20.0,60.0,125.0,134.0,128.0,
1653,19.0,60.0,125.0,133.0,129.0,
1654,19.0,58.0,126.0,133.0,127.0,
1655,20.0,60.0,124.0,133.0,128.0,
1656,19.0,59.0,125.0,133.0,127.0,
1657,20.0,60.0,124.0,133.0,127.0,
1658,20.0,59.0,124.0,132.0,126.0,
1659,20.0,60.0,124.0,133.0,127.0,
1660,19.0,59.0,125.0,133.0,127.0,
1661,19.0,60.0,124.0,133.0,127.0,
1662,20.0,60.0,124.0,133.0,126.0,
1663,20.0,60.0,124.0,133.0,127.0,
1664,19.0,60.0,125.0,133.0,126.0,
1665,20.0,60.0,125.0,134.0,127.0,
1666,20.0,60.0,125.0,133.0,126.0,
1667,20.0,60.0,124.0,133.0,127.0,
1668,19.0,59.0,124.0,133.0,126.0,16
1669,20.0,60.0,125.0,134.0,127.0,16
1670,19.0,59.0,124.0,133.0,127.0,16
1671,34.0,59.0,120.0,122.0,114.0,16
1672,19.0,59.0,126.0,134.0,127.0,16
1673,33.0,57.0,119.0,119.0,112.0,16
1674,32.0,59.0,118.0,127.0,111.0,16
1675,31.0,52.0,88.0,125.0,112.0,16
1676,19.0,59.0,125.0,133.0,127.0,16
1677,34.0,53.0,114.0,116.0,108.0,16
1678,32.0,52.0,77.0,123.0,110.0,16
1679,32.0,51.0,74.0,121.0,109.0,16
1680,34.0,53.0,91.0,126.0,112.0,16
1681,32.0,50.0,65.0,127.0,115.0,16
1682,20.0,59.0,124.0,133.0,127.0,16
1683,21.0,59.0,124.0,133.0,127.0,16
1684,20.0,59.0,125.0,133.0,127.0,16
1685,35.0,57.0,107.0,118.0,113.0,16
1686,32.0,56.0,108.0,127.0,113.0,16
1687,20.0,59.0,125.0,134.0,127.0,16
1688,34.0,57.0,119.0,120.0,113.0,16
1689,21.0,58.0,124.0,133.0,127.0,16
1690,33.0,59.0,123.0,125.0,116.0,16
1691,20.0,59.0,125.0,133.0,128.0,16
1692,20.0,60.0,124.0,133.0,127.0,16
1693,20.0,59.0,123.0,132.0,127.0,16
1694,20.0,59.0,125.0,131.0,127.0,16
1695,20.0,59.0,124.0,132.0,128.0,16
1696,19.0,61.0,124.0,132.0,127.0,16
1697,19.0,60.0,125.0,133.0,128.0,16
1698,19.0,61.0,125.0,133.0,128.0,16
1699,19.0,60.0,124.0,132.0,127.0,16
1700,20.0,60.0,125.0,133.0,128.0,16
1701,20.0,61.0,125.0,132.0,128.0,16
1702,20.0,60.0,125.0,133.0,128.0,16
1703,20.0,60.0,126.0,134.0,128.0,16
1704,19.0,60.0,125.0,133.0,128.0,16
1705,20.0,60.0,124.0,132.0,128.0,16
1706,20.0,59.0,124.0,132.0,127.0,16
1707,20.0,60.0,124.0,132.0,128.0,16
1708,19.0,58.0,124.0,131.0,127.0,16
1709,20.0,59.0,124.0,131.0,126.0,16
1710,20.0,60.0,124.0,131.0,127.0,16
1711,20.0,60.0,124.0,132.0,127.0,
1712,19.0,61.0,124.0,132.0,127.0,
1713,20.0,59.0,125.0,132.0,127.0,
1714,20.0,61.0,125.0,132.0,127.0,
1715,19.0,60.0,125.0,133.0,126.0,
1716,20.0,60.0,125.0,133.0,128.0,
1717,19.0,60.0,125.0,133.0,127.0,
1718,20.0,58.0,124.0,132.0,127.0,
1719,20.0,59.0,124.0,132.0,126.0,
1720,20.0,60.0,125.0,132.0,127.0,
1721,20.0,60.0,124.0,132.0,127.0,
1722,20.0,59.0,124.0,133.0,128.0,
1723,20.0,58.0,124.0,132.0,127.0,
1724,20.0,59.0,124.0,132.0,128.0,
1725,32.0,57.0,123.0,123.0,110.0,
1726,32.0,57.0,125.0,130.0,112.0,
1727,19.0,58.0,125.0,133.0,127.0,
1728,32.0,56.0,123.0,122.0,110.0,
1729,31.0,58.0,124.0,130.0,112.0,
1730,20.0,59.0,124.0,132.0,127.0,
1731,33.0,50.0,117.0,115.0,104.0,
1732,31.0,54.0,115.0,125.0,107.0,
1733,31.0,54.0,91.0,123.0,108.0,
1734,56.0,14.0,88.0,113.0,122.0,
1735,57.0,1.0,109.0,115.0,116.0,
1736,61.0,1.0,105.0,110.0,114.0,
1737,60.0,1.0,103.0,107.0,113.0,
1738,57.0,1.0,102.0,107.0,113.0,
1739,59.0,1.0,101.0,106.0,113.0,
1740,60.0,2.0,100.0,103.0,111.0,
1741,59.0,2.0,102.0,105.0,112.0,
1742,62.0,3.0,102.0,106.0,113.0,
1743,61.0,2.0,104.0,108.0,114.0,
1744,61.0,3.0,105.0,109.0,114.0,
1745,60.0,3.0,104.0,108.0,113.0,17
1746,61.0,3.0,104.0,108.0,113.0,17
1747,61.0,3.0,104.0,107.0,114.0,17
1748,60.0,2.0,104.0,109.0,114.0,17
1749,62.0,3.0,104.0,107.0,113.0,17
1750,59.0,3.0,104.0,109.0,114.0,17
1751,62.0,3.0,104.0,107.0,113.0,17
1752,64.0,7.0,103.0,121.0,118.0,17
1753,62.0,77.0,4.0,84.0,104.0,17
1754,59.0,65.0,21.0,112.0,119.0,17
1755,37.0,100.0,36.0,21.0,21.0,17
1756,60.0,3.0,105.0,109.0,114.0,17
1757,59.0,2.0,104.0,109.0,114.0,17
1758,61.0,3.0,104.0,107.0,113.0,17
1759,60.0,3.0,104.0,108.0,113.0,17
1760,60.0,3.0,104.0,108.0,113.0,17
1761,60.0,3.0,103.0,107.0,112.0,17
1762,60.0,3.0,104.0,108.0,114.0,17
1763,60.0,3.0,102.0,106.0,112.0,17
1764,62.0,3.0,103.0,108.0,114.0,17
1765,60.0,3.0,103.0,107.0,113.0,17
1766,59.0,2.0,102.0,107.0,113.0,17
1767,58.0,2.0,102.0,106.0,113.0,17
1768,60.0,2.0,102.0,107.0,113.0,17
1769,59.0,3.0,102.0,107.0,113.0,17
1770,60.0,2.0,103.0,107.0,113.0,17
1771,60.0,3.0,100.0,106.0,112.0,17
1772,58.0,3.0,100.0,105.0,112.0,17
1773,58.0,3.0,101.0,106.0,113.0,17
1774,61.0,2.0,102.0,106.0,113.0,17
1775,66.0,87.0,89.0,110.0,112.0,17
1776,59.0,3.0,101.0,106.0,112.0,17
1777,61.0,2.0,102.0,107.0,113.0,17
1778,63.0,3.0,103.0,107.0,113.0,17
1779,60.0,3.0,102.0,106.0,113.0,17
1780,59.0,3.0,102.0,107.0,113.0,17
1781,59.0,3.0,102.0,106.0,113.0,17
1782,59.0,2.0,102.0,106.0,113.0,17
1783,58.0,2.0,102.0,106.0,113.0,17
1784,61.0,2.0,102.0,105.0,112.0,17
1785,59.0,3.0,102.0,105.0,113.0,
1786,58.0,2.0,103.0,107.0,114.0,
1787,61.0,3.0,102.0,105.0,112.0,
1788,59.0,3.0,104.0,108.0,114.0,
1789,58.0,2.0,103.0,106.0,113.0,
1790,59.0,2.0,102.0,105.0,113.0,
1791,59.0,2.0,103.0,106.0,114.0,
1792,61.0,2.0,103.0,105.0,113.0,
1793,58.0,2.0,103.0,106.0,113.0,
1794,60.0,3.0,102.0,105.0,113.0,
1795,59.0,3.0,102.0,106.0,113.0,
1796,60.0,2.0,104.0,107.0,114.0,
1797,61.0,3.0,103.0,106.0,112.0,
1798,59.0,3.0,105.0,109.0,115.0,
1799,61.0,3.0,103.0,107.0,113.0,
1800,59.0,3.0,103.0,107.0,114.0,
1801,59.0,2.0,102.0,106.0,112.0,
1802,60.0,3.0,102.0,106.0,113.0,
1803,58.0,2.0,103.0,107.0,114.0,
1804,61.0,3.0,102.0,104.0,111.0,
1805,60.0,3.0,105.0,109.0,115.0,
1806,59.0,2.0,102.0,105.0,112.0,
1807,59.0,3.0,102.0,106.0,113.0,
1808,58.0,2.0,103.0,107.0,114.0,
1809,62.0,3.0,103.0,105.0,112.0,
1810,58.0,3.0,103.0,107.0,113.0,
1811,58.0,2.0,102.0,106.0,113.0,
1812,62.0,3.0,103.0,105.0,113.0,
1813,60.0,3.0,102.0,105.0,112.0,
1814,61.0,3.0,105.0,108.0,114.0,
1815,59.0,2.0,103.0,106.0,113.0,
1816,60.0,3.0,102.0,106.0,113.0,
1817,61.0,3.0,106.0,108.0,115.0,
1818,60.0,3.0,104.0,107.0,113.0,
1819,60.0,3.0,103.0,106.0,113.0,
1820,61.0,3.0,104.0,108.0,114.0,
1821,60.0,3.0,103.0,107.0,113.0,
1822,60.0,3.0,103.0,106.0,113.0,
1823,61.0,3.0,103.0,106.0,113.0,
1824,85.0,135.0,119.0,139.0,125.0,
1825,73.0,131.0,133.0,139.0,124.0,
1826,76.0,123.0,122.0,139.0,128.0,
1827,74.0,117.0,117.0,136.0,127.0,
1828,80.0,117.0,116.0,136.0,127.0,
1829,81.0,116.0,112.0,137.0,126.0,
1830,79.0,115.0,112.0,137.0,127.0,
1831,76.0,115.0,110.0,137.0,127.0,
1832,76.0,113.0,106.0,135.0,126.0,
1833,76.0,114.0,108.0,135.0,125.0,
1834,69.0,112.0,107.0,135.0,125.0,
1835,72.0,113.0,106.0,134.0,125.0,
1836,71.0,113.0,106.0,134.0,125.0,
1837,71.0,112.0,106.0,133.0,124.0,
1838,72.0,112.0,106.0,132.0,123.0,
1839,74.0,110.0,105.0,131.0,123.0,18
1840,75.0,110.0,106.0,131.0,120.0,18
1841,74.0,110.0,104.0,130.0,122.0,18
1842,70.0,109.0,103.0,131.0,120.0,18
1843,72.0,111.0,106.0,131.0,122.0,18
1844,76.0,113.0,107.0,132.0,121.0,18
1845,76.0,112.0,108.0,132.0,122.0,18
1846,76.0,111.0,105.0,132.0,121.0,18
1847,77.0,112.0,104.0,134.0,121.0,18
1848,81.0,113.0,104.0,133.0,120.0,18
1849,79.0,112.0,103.0,133.0,120.0,18
1850,81.0,110.0,102.0,133.0,120.0,18
1851,78.0,112.0,103.0,134.0,121.0,18
1852,81.0,112.0,105.0,133.0,121.0,18
1853,78.0,111.0,103.0,134.0,121.0,18
1854,82.0,112.0,103.0,134.0,121.0,18
1855,81.0,111.0,104.0,134.0,121.0,18
1856,79.0,110.0,105.0,133.0,121.0,18
1857,77.0,113.0,104.0,135.0,122.0,18
1858,80.0,113.0,104.0,135.0,121.0,18
1859,74.0,113.0,98.0,137.0,120.0,18
1860,80.0,114.0,98.0,134.0,118.0,18
1861,77.0,113.0,96.0,137.0,120.0,18
1862,77.0,114.0,97.0,134.0,118.0,18
1863,70.0,112.0,96.0,137.0,120.0,18
1864,70.0,112.0,95.0,137.0,119.0,18
1865,68.0,110.0,94.0,138.0,120.0,18
1866,70.0,111.0,93.0,137.0,122.0,18
1867,70.0,111.0,95.0,137.0,120.0,18
1868,71.0,111.0,93.0,138.0,121.0,18
1869,72.0,110.0,90.0,135.0,117.0,18
1870,71.0,109.0,89.0,136.0,118.0,18
1871,74.0,106.0,88.0,128.0,112.0,18
1872,70.0,110.0,91.0,136.0,116.0,18
1873,77.0,110.0,98.0,129.0,115.0,18
1874,74.0,109.0,94.0,129.0,115.0,18
1875,73.0,103.0,95.0,119.0,112.0,18
1876,75.0,105.0,97.0,118.0,114.0,18
1877,80.0,105.0,95.0,125.0,117.0,18
1878,84.0,109.0,93.0,122.0,116.0,18
1879,79.0,108.0,95.0,127.0,118.0,18
1880,78.0,108.0,97.0,127.0,116.0,18
1881,75.0,104.0,126.0,139.0,116.0,18
1882,72.0,107.0,132.0,145.0,114.0,18
1883,73.0,98.0,122.0,137.0,115.0,18
1884,70.0,104.0,132.0,143.0,111.0,18
1885,68.0,101.0,133.0,141.0,110.0,18
1886,68.0,102.0,130.0,140.0,110.0,18
1887,68.0,95.0,125.0,134.0,108.0,18
1888,68.0,98.0,131.0,139.0,108.0,18
1889,65.0,94.0,131.0,139.0,108.0,18
1890,64.0,94.0,127.0,138.0,111.0,18
1891,64.0,95.0,129.0,141.0,110.0,18
1892,65.0,95.0,129.0,141.0,110.0,18
1893,65.0,94.0,130.0,141.0,109.0,18
1894,64.0,93.0,129.0,141.0,111.0,18
1895,62.0,91.0,128.0,140.0,111.0,18
1896,62.0,91.0,127.0,139.0,110.0,18
1897,61.0,89.0,129.0,140.0,111.0,18
1898,62.0,89.0,127.0,138.0,109.0,18
1899,62.0,85.0,128.0,139.0,109.0,18
1900,62.0,84.0,129.0,139.0,108.0,18
1901,62.0,86.0,129.0,139.0,108.0,18
1902,60.0,85.0,126.0,138.0,107.0,18
1903,62.0,83.0,124.0,137.0,106.0,18
1904,63.0,86.0,127.0,140.0,106.0,18
1905,60.0,83.0,123.0,137.0,105.0,18
1906,62.0,84.0,125.0,140.0,105.0,18
1907,59.0,82.0,124.0,138.0,105.0,
1908,60.0,83.0,122.0,139.0,105.0,
1909,60.0,85.0,124.0,139.0,105.0,
1910,60.0,90.0,123.0,140.0,103.0,
1911,63.0,87.0,126.0,141.0,103.0,
1912,59.0,91.0,122.0,140.0,103.0,
1913,62.0,88.0,125.0,141.0,104.0,
1914,40.0,93.0,97.0,130.0,123.0,
1915,27.0,79.0,125.0,147.0,126.0,
1916,43.0,74.0,101.0,143.0,122.0,
1917,39.0,78.0,113.0,143.0,126.0,
1918,39.0,79.0,93.0,138.0,125.0,
1919,40.0,77.0,90.0,133.0,123.0,
1920,40.0,82.0,100.0,132.0,124.0,
1921,40.0,85.0,109.0,132.0,125.0,
1922,43.0,86.0,90.0,138.0,128.0,19
1923,39.0,83.0,88.0,136.0,127.0,19
1924,38.0,83.0,88.0,133.0,126.0,19
1925,40.0,85.0,88.0,136.0,127.0,19
1926,40.0,82.0,90.0,136.0,128.0,19
1927,39.0,85.0,100.0,134.0,128.0,19
1928,39.0,85.0,100.0,134.0,127.0,19
1929,39.0,84.0,96.0,133.0,127.0,19
1930,39.0,85.0,99.0,134.0,127.0,19
1931,39.0,85.0,105.0,134.0,127.0,19
1932,39.0,85.0,98.0,135.0,126.0,19
1933,40.0,86.0,93.0,135.0,126.0,19
1934,39.0,86.0,91.0,133.0,127.0,19
1935,40.0,85.0,97.0,135.0,127.0,19
1936,39.0,85.0,103.0,134.0,127.0,19
1937,39.0,86.0,106.0,133.0,126.0,19
1938,39.0,88.0,100.0,134.0,126.0,19
1939,38.0,87.0,100.0,133.0,126.0,19
1940,38.0,86.0,95.0,134.0,127.0,19
1941,39.0,86.0,99.0,135.0,127.0,19
1942,39.0,87.0,99.0,135.0,128.0,19
1943,37.0,85.0,97.0,134.0,127.0,19
1944,38.0,86.0,104.0,136.0,128.0,19
1945,38.0,85.0,103.0,134.0,127.0,19
1946,38.0,87.0,104.0,134.0,127.0,19
1947,37.0,88.0,105.0,134.0,127.0,19
1948,37.0,87.0,106.0,133.0,127.0,19
1949,37.0,87.0,106.0,135.0,128.0,19
1950,36.0,86.0,104.0,133.0,127.0,19
1951,37.0,87.0,107.0,134.0,127.0,19
1952,36.0,88.0,111.0,134.0,128.0,19
1953,36.0,86.0,101.0,134.0,127.0,19
1954,35.0,85.0,105.0,134.0,127.0,19
1955,36.0,87.0,104.0,134.0,126.0,19
1956,35.0,86.0,110.0,134.0,127.0,19
1957,35.0,86.0,107.0,133.0,127.0,19
1958,36.0,87.0,109.0,134.0,126.0,19
1959,35.0,86.0,110.0,133.0,126.0,19
1960,33.0,86.0,114.0,133.0,126.0,19
1961,33.0,88.0,114.0,133.0,126.0,19
1962,34.0,86.0,112.0,133.0,126.0,19
1963,34.0,87.0,106.0,135.0,126.0,19
1964,34.0,87.0,110.0,135.0,126.0,19
1965,36.0,87.0,107.0,134.0,126.0,19
1966,35.0,85.0,95.0,134.0,126.0,19
1967,33.0,85.0,105.0,134.0,127.0,19
1968,35.0,86.0,97.0,134.0,127.0,19
1969,35.0,85.0,104.0,135.0,127.0,19
1970,35.0,84.0,103.0,135.0,128.0,19
1971,35.0,86.0,108.0,135.0,128.0,19
1972,35.0,85.0,104.0,135.0,127.0,
1973,35.0,85.0,102.0,134.0,127.0,
1974,35.0,85.0,104.0,135.0,127.0,
1975,36.0,84.0,100.0,134.0,128.0,
1976,38.0,88.0,107.0,137.0,128.0,
1977,38.0,85.0,99.0,137.0,127.0,
1978,37.0,87.0,103.0,136.0,128.0,
1979,37.0,85.0,97.0,136.0,127.0,
1980,37.0,84.0,99.0,136.0,128.0,
1981,37.0,86.0,103.0,137.0,127.0,
1982,38.0,84.0,93.0,136.0,128.0,
1983,38.0,85.0,93.0,136.0,126.0,
1984,37.0,83.0,95.0,135.0,127.0,
1985,38.0,82.0,90.0,137.0,127.0,
1986,37.0,84.0,92.0,136.0,128.0,
1987,38.0,83.0,93.0,136.0,127.0,
1988,38.0,84.0,93.0,136.0,128.0,
1989,38.0,83.0,91.0,137.0,128.0,
1990,37.0,84.0,97.0,136.0,128.0,
1991,38.0,84.0,93.0,137.0,128.0,
1992,38.0,83.0,90.0,137.0,128.0,
1993,40.0,85.0,93.0,136.0,128.0,
1994,38.0,85.0,97.0,136.0,128.0,
1995,38.0,86.0,95.0,136.0,127.0,
1996,38.0,85.0,95.0,136.0,127.0,
1997,38.0,84.0,93.0,136.0,127.0,
1998,38.0,84.0,92.0,137.0,128.0,
1999,39.0,85.0,97.0,136.0,127.0,
2000,38.0,86.0,93.0,137.0,128.0,
2001,39.0,85.0,97.0,135.0,127.0,
2002,38.0,84.0,89.0,137.0,128.0,
2003,39.0,85.0,93.0,136.0,127.0,
2004,57.0,102.0,7.0,134.0,127.0,
2005,69.0,106.0,8.0,144.0,128.0,
2006,65.0,106.0,7.0,142.0,128.0,
2007,59.0,107.0,7.0,144.0,128.0,
2008,59.0,107.0,6.0,143.0,130.0,
2009,56.0,107.0,7.0,148.0,134.0,
2010,56.0,106.0,6.0,148.0,133.0,
2011,53.0,106.0,7.0,153.0,136.0,20
2012,50.0,106.0,7.0,152.0,135.0,20
2013,52.0,108.0,7.0,152.0,135.0,20
2014,51.0,106.0,7.0,151.0,135.0,20
2015,50.0,108.0,7.0,150.0,134.0,20
2016,51.0,108.0,7.0,154.0,136.0,20
2017,49.0,106.0,7.0,150.0,134.0,20
2018,53.0,109.0,7.0,149.0,134.0,20
2019,51.0,106.0,7.0,154.0,137.0,20
2020,51.0,105.0,7.0,149.0,134.0,20
2021,54.0,107.0,7.0,150.0,135.0,20
2022,49.0,104.0,7.0,150.0,134.0,20
2023,54.0,109.0,7.0,151.0,136.0,20
2024,51.0,104.0,7.0,151.0,136.0,20
2025,52.0,109.0,7.0,151.0,135.0,20
2026,49.0,107.0,7.0,150.0,135.0,20
2027,54.0,106.0,6.0,151.0,135.0,20
2028,48.0,104.0,7.0,150.0,134.0,20
2029,52.0,110.0,7.0,150.0,135.0,20
2030,51.0,108.0,7.0,150.0,135.0,20
2031,52.0,109.0,7.0,151.0,135.0,20
2032,50.0,107.0,7.0,150.0,135.0,20
2033,52.0,107.0,7.0,151.0,135.0,20
2034,52.0,109.0,7.0,149.0,134.0,20
2035,52.0,107.0,7.0,153.0,137.0,20
2036,51.0,106.0,7.0,151.0,134.0,20
2037,52.0,109.0,7.0,154.0,136.0,20
2038,53.0,104.0,7.0,149.0,134.0,20
2039,57.0,111.0,7.0,150.0,135.0,20
2040,50.0,106.0,7.0,153.0,135.0,20
2041,51.0,110.0,7.0,153.0,136.0,20
2042,53.0,109.0,7.0,151.0,134.0,20
2043,51.0,108.0,7.0,153.0,136.0,20
2044,52.0,107.0,7.0,150.0,134.0,20
2045,48.0,106.0,7.0,152.0,135.0,20
2046,52.0,108.0,8.0,151.0,136.0,20
2047,52.0,109.0,7.0,152.0,135.0,20
2048,49.0,107.0,8.0,152.0,136.0,20
2049,50.0,108.0,8.0,153.0,137.0,20
2050,52.0,109.0,8.0,151.0,135.0,20
2051,50.0,109.0,8.0,152.0,136.0,20
2052,49.0,107.0,8.0,153.0,137.0,20
2053,47.0,107.0,8.0,151.0,135.0,20
2054,54.0,110.0,7.0,152.0,135.0,20
2055,48.0,106.0,7.0,152.0,136.0,20
2056,48.0,105.0,8.0,153.0,137.0,20
2057,49.0,107.0,7.0,152.0,136.0,20
2058,48.0,106.0,8.0,151.0,137.0,20
2059,48.0,107.0,7.0,152.0,136.0,20
2060,51.0,108.0,7.0,152.0,136.0,20
2061,48.0,107.0,7.0,154.0,137.0,20
2062,48.0,107.0,7.0,153.0,136.0,20
2063,48.0,107.0,7.0,152.0,136.0,20
2064,48.0,106.0,7.0,152.0,136.0,20
2065,48.0,105.0,7.0,151.0,136.0,
2066,48.0,106.0,7.0,154.0,137.0,
2067,48.0,108.0,7.0,153.0,137.0,
2068,48.0,104.0,7.0,151.0,136.0,
2069,47.0,106.0,7.0,153.0,137.0,
2070,48.0,105.0,7.0,154.0,137.0,
2071,48.0,106.0,7.0,152.0,136.0,
2072,49.0,106.0,8.0,155.0,137.0,
2073,47.0,107.0,7.0,155.0,137.0,
2074,49.0,109.0,8.0,153.0,136.0,
2075,49.0,106.0,8.0,152.0,136.0,
2076,50.0,106.0,8.0,153.0,137.0,
2077,48.0,107.0,7.0,153.0,137.0,
2078,51.0,107.0,7.0,154.0,137.0,
2079,50.0,107.0,7.0,151.0,135.0,
2080,53.0,108.0,8.0,153.0,136.0,
2081,48.0,107.0,7.0,149.0,134.0,
2082,57.0,110.0,8.0,152.0,137.0,
2083,50.0,107.0,8.0,153.0,137.0,
2084,49.0,107.0,8.0,152.0,137.0,
2085,47.0,106.0,8.0,152.0,137.0,
2086,49.0,108.0,7.0,152.0,136.0,
2087,47.0,105.0,7.0,152.0,136.0,
2088,52.0,108.0,7.0,152.0,136.0,
2089,46.0,105.0,7.0,152.0,136.0,
2090,51.0,107.0,8.0,154.0,137.0,
2091,47.0,107.0,7.0,150.0,135.0,
2092,53.0,109.0,8.0,151.0,135.0,
2093,46.0,105.0,7.0,152.0,135.0,
2094,56.0,117.0,109.0,140.0,133.0,
2095,62.0,112.0,97.0,136.0,124.0,
2096,70.0,112.0,97.0,136.0,126.0,
2097,77.0,114.0,96.0,138.0,127.0,
2098,75.0,113.0,101.0,138.0,127.0,
2099,75.0,112.0,98.0,137.0,126.0,
2100,67.0,108.0,97.0,135.0,127.0,
2101,66.0,107.0,97.0,134.0,126.0,
2102,68.0,106.0,96.0,134.0,126.0,
2103,65.0,106.0,95.0,134.0,127.0,
2104,65.0,106.0,97.0,133.0,126.0,
2105,68.0,107.0,96.0,133.0,126.0,
2106,63.0,108.0,100.0,134.0,127.0,21
2107,65.0,108.0,96.0,133.0,127.0,21
2108,64.0,107.0,96.0,133.0,127.0,21
2109,63.0,107.0,96.0,133.0,127.0,21
2110,66.0,106.0,96.0,133.0,126.0,21
2111,63.0,107.0,98.0,133.0,127.0,21
2112,66.0,106.0,97.0,133.0,127.0,21
2113,67.0,107.0,98.0,134.0,128.0,21
2114,63.0,107.0,96.0,132.0,126.0,21
2115,62.0,106.0,96.0,132.0,127.0,21
2116,64.0,107.0,98.0,134.0,127.0,21
2117,66.0,108.0,99.0,134.0,128.0,21
2118,65.0,107.0,98.0,134.0,127.0,21
2119,66.0,108.0,98.0,134.0,128.0,21
2120,65.0,108.0,99.0,135.0,128.0,21
2121,64.0,106.0,98.0,135.0,127.0,21
2122,64.0,106.0,98.0,134.0,126.0,21
2123,64.0,108.0,98.0,135.0,127.0,21
2124,65.0,108.0,98.0,135.0,127.0,21
2125,66.0,108.0,98.0,135.0,128.0,21
2126,64.0,107.0,98.0,134.0,128.0,21
2127,64.0,105.0,96.0,134.0,127.0,21
2128,67.0,106.0,96.0,135.0,127.0,21
2129,65.0,106.0,97.0,135.0,127.0,21
2130,64.0,107.0,98.0,135.0,128.0,21
2131,63.0,105.0,98.0,134.0,127.0,21
2132,66.0,106.0,98.0,135.0,127.0,21
2133,67.0,107.0,99.0,135.0,127.0,21
2134,65.0,107.0,99.0,135.0,127.0,21
2135,64.0,108.0,98.0,135.0,127.0,21
2136,65.0,109.0,98.0,136.0,128.0,21
2137,66.0,107.0,99.0,135.0,127.0,21
2138,65.0,107.0,98.0,135.0,128.0,21
2139,67.0,108.0,99.0,136.0,128.0,21
2140,65.0,107.0,99.0,135.0,127.0,21
2141,66.0,106.0,98.0,135.0,127.0,21
2142,65.0,107.0,99.0,135.0,127.0,21
2143,62.0,106.0,99.0,134.0,128.0,21
2144,62.0,105.0,99.0,134.0,127.0,21
2145,61.0,105.0,99.0,134.0,127.0,21
2146,64.0,105.0,99.0,134.0,127.0,21
2147,63.0,106.0,99.0,135.0,127.0,21
2148,65.0,106.0,99.0,135.0,128.0,21
2149,64.0,105.0,98.0,134.0,128.0,21
2150,63.0,106.0,98.0,135.0,128.0,21
2151,61.0,107.0,98.0,136.0,128.0,21
2152,63.0,105.0,97.0,136.0,129.0,21
2153,62.0,106.0,99.0,136.0,129.0,21
2154,65.0,108.0,98.0,136.0,129.0,21
2155,65.0,107.0,98.0,136.0,129.0,21
2156,58.0,106.0,99.0,136.0,129.0,21
2157,60.0,106.0,98.0,136.0,129.0,21
2158,57.0,104.0,98.0,134.0,128.0,21
2159,61.0,106.0,100.0,135.0,129.0,21
2160,65.0,107.0,97.0,136.0,128.0,21
2161,64.0,107.0,97.0,137.0,129.0,21
