frame,thumb_angle,index_angle,middle_angle,ring_angle,pinky_angle,sign,sign_character,dynamic
958,29.0,53.0,121.0,133.0,87.0,8.0,UU,1.0
959,27.0,54.0,126.0,136.0,85.0,8.0,UU,1.0
989,24.0,57.0,122.0,132.0,87.0,9.0,E,
990,22.0,55.0,120.0,131.0,87.0,9.0,E,
991,24.0,57.0,119.0,129.0,88.0,9.0,E,
992,23.0,57.0,122.0,133.0,88.0,9.0,E,
993,24.0,58.0,118.0,130.0,88.0,9.0,E,
994,24.0,58.0,120.0,132.0,88.0,9.0,E,
995,24.0,57.0,122.0,134.0,88.0,9.0,E,
996,23.0,57.0,121.0,133.0,87.0,9.0,E,
997,24.0,57.0,119.0,130.0,88.0,9.0,E,
998,24.0,58.0,119.0,131.0,88.0,9.0,E,
999,25.0,57.0,121.0,133.0,89.0,9.0,E,
1000,25.0,58.0,121.0,134.0,89.0,9.0,E,
1001,25.0,57.0,122.0,135.0,89.0,9.0,E,
1002,24.0,56.0,120.0,135.0,88.0,9.0,E,
1003,25.0,57.0,119.0,131.0,88.0,9.0,E,
1004,24.0,58.0,121.0,134.0,88.0,9.0,E,
1005,24.0,57.0,125.0,138.0,89.0,9.0,E,
1006,25.0,56.0,125.0,138.0,89.0,9.0,E,
1007,24.0,58.0,119.0,133.0,88.0,9.0,E,
1008,25.0,58.0,124.0,136.0,90.0,9.0,E,
1009,24.0,57.0,120.0,135.0,87.0,9.0,E,
1010,25.0,58.0,122.0,134.0,89.0,9.0,E,
1011,25.0,58.0,121.0,136.0,89.0,9.0,E,
1012,25.0,57.0,120.0,133.0,91.0,9.0,E,
1013,25.0,57.0,120.0,135.0,89.0,9.0,E,
1014,44.0,116.0,124.0,141.0,142.0,9.0,E,
1015,66.0,110.0,139.0,169.0,105.0,9.0,E,
1016,74.0,125.0,139.0,158.0,119.0,9.0,E,
1017,67.0,114.0,126.0,152.0,128.0,9.0,E,
1018,63.0,111.0,118.0,146.0,128.0,9.0,E,
1019,69.0,112.0,118.0,149.0,131.0,9.0,E,
1020,73.0,112.0,120.0,150.0,130.0,9.0,E,
1021,73.0,113.0,121.0,151.0,131.0,9.0,E,
1022,75.0,115.0,122.0,153.0,131.0,9.0,E,
1023,72.0,118.0,129.0,153.0,131.0,9.0,E,
1024,73.0,118.0,123.0,153.0,131.0,9.0,E,
1025,72.0,114.0,124.0,152.0,131.0,9.0,E,
1026,71.0,114.0,121.0,150.0,132.0,9.0,E,
1027,72.0,115.0,123.0,152.0,133.0,9.0,E,
1028,71.0,114.0,120.0,151.0,132.0,9.0,E,
1029,74.0,116.0,127.0,152.0,132.0,9.0,E,
1030,72.0,115.0,122.0,151.0,132.0,9.0,E,
1031,69.0,115.0,122.0,151.0,132.0,9.0,E,
1032,71.0,115.0,121.0,151.0,132.0,9.0,E,
1033,71.0,116.0,121.0,151.0,133.0,9.0,E,
1034,69.0,115.0,121.0,150.0,132.0,9.0,E,
1035,74.0,115.0,125.0,152.0,131.0,9.0,E,
1036,73.0,115.0,121.0,151.0,132.0,9.0,E,
1037,74.0,119.0,127.0,154.0,131.0,9.0,E,
1038,69.0,117.0,123.0,151.0,132.0,9.0,E,
1039,71.0,116.0,121.0,151.0,132.0,9.0,E,
1040,71.0,113.0,120.0,150.0,131.0,9.0,E,
1041,72.0,114.0,124.0,151.0,132.0,9.0,E,
1042,73.0,116.0,126.0,152.0,132.0,9.0,E,
1043,70.0,115.0,123.0,151.0,133.0,9.0,E,
1044,69.0,114.0,119.0,150.0,133.0,9.0,E,
1045,73.0,116.0,123.0,151.0,132.0,9.0,E,
1046,73.0,116.0,122.0,152.0,131.0,9.0,E,
1047,70.0,115.0,122.0,150.0,133.0,9.0,E,
1048,72.0,116.0,128.0,153.0,133.0,9.0,E,
1049,71.0,114.0,122.0,152.0,132.0,9.0,E,
1050,65.0,113.0,120.0,149.0,132.0,9.0,E,
1051,67.0,112.0,118.0,149.0,133.0,9.0,E,
1052,72.0,116.0,126.0,152.0,133.0,9.0,E,
1053,70.0,115.0,125.0,154.0,132.0,9.0,E,
1054,67.0,113.0,119.0,148.0,133.0,9.0,E,
1055,71.0,115.0,124.0,151.0,133.0,9.0,E,
1056,70.0,112.0,121.0,150.0,133.0,9.0,E,
1057,67.0,114.0,122.0,150.0,134.0,9.0,E,
1058,69.0,114.0,120.0,151.0,133.0,9.0,E,
1059,71.0,112.0,121.0,150.0,132.0,9.0,E,
1060,72.0,117.0,129.0,153.0,133.0,9.0,E,
1061,70.0,116.0,125.0,154.0,132.0,9.0,E,
1062,67.0,114.0,121.0,149.0,133.0,9.0,E,
1063,71.0,115.0,122.0,151.0,132.0,9.0,E,
1064,72.0,113.0,119.0,150.0,131.0,9.0,E,
1065,73.0,115.0,127.0,153.0,133.0,9.0,E,
1066,72.0,114.0,124.0,154.0,131.0,9.0,E,
1067,72.0,116.0,122.0,151.0,133.0,9.0,E,
1068,70.0,117.0,126.0,152.0,134.0,9.0,E,
1069,71.0,117.0,125.0,154.0,132.0,9.0,E,
1070,71.0,116.0,123.0,151.0,134.0,9.0,E,
1071,71.0,115.0,124.0,154.0,133.0,9.0,E,
1072,70.0,116.0,124.0,152.0,134.0,9.0,E,
1073,70.0,115.0,123.0,150.0,134.0,9.0,E,
1074,69.0,115.0,123.0,152.0,134.0,9.0,E,
1075,70.0,114.0,125.0,153.0,134.0,9.0,E,
1076,69.0,114.0,122.0,151.0,133.0,9.0,E,
1077,69.0,113.0,119.0,150.0,133.0,9.0,E,
1078,67.0,114.0,123.0,151.0,133.0,9.0,E,
1108,63.0,102.0,112.0,138.0,130.0,10.0,EE,1.0
1109,63.0,106.0,115.0,140.0,131.0,10.0,EE,1.0
1110,64.0,108.0,116.0,139.0,131.0,10.0,EE,1.0
1111,61.0,105.0,112.0,133.0,130.0,10.0,EE,1.0
1112,62.0,109.0,116.0,137.0,130.0,10.0,EE,1.0
1113,62.0,107.0,114.0,135.0,130.0,10.0,EE,1.0
1114,63.0,108.0,114.0,134.0,129.0,10.0,EE,1.0
1115,64.0,109.0,116.0,138.0,130.0,10.0,EE,1.0
1116,62.0,108.0,113.0,134.0,130.0,10.0,EE,1.0
1117,65.0,110.0,117.0,139.0,130.0,10.0,EE,1.0
1118,63.0,109.0,113.0,135.0,129.0,10.0,EE,1.0
1119,65.0,109.0,115.0,138.0,130.0,10.0,EE,1.0
1120,63.0,109.0,114.0,136.0,130.0,10.0,EE,1.0
1121,63.0,108.0,113.0,135.0,129.0,10.0,EE,1.0
1122,62.0,105.0,114.0,133.0,130.0,10.0,EE,1.0
1123,67.0,108.0,115.0,137.0,130.0,10.0,EE,1.0
1124,64.0,101.0,115.0,132.0,130.0,10.0,EE,1.0
1125,64.0,107.0,115.0,136.0,129.0,10.0,EE,1.0
1126,62.0,71.0,105.0,129.0,129.0,10.0,EE,1.0
1127,61.0,80.0,90.0,133.0,133.0,10.0,EE,1.0
1128,49.0,54.0,115.0,126.0,126.0,10.0,EE,1.0
1129,51.0,53.0,112.0,125.0,125.0,10.0,EE,1.0
1130,56.0,32.0,111.0,122.0,124.0,10.0,EE,1.0
1131,55.0,32.0,109.0,122.0,123.0,10.0,EE,1.0
1132,59.0,22.0,118.0,121.0,121.0,10.0,EE,1.0
1133,57.0,22.0,112.0,118.0,120.0,10.0,EE,1.0
1134,58.0,18.0,119.0,117.0,119.0,10.0,EE,1.0
1135,58.0,18.0,113.0,116.0,117.0,10.0,EE,1.0
1136,59.0,13.0,117.0,118.0,117.0,10.0,EE,1.0
1137,59.0,14.0,113.0,117.0,118.0,10.0,EE,1.0
1138,57.0,11.0,120.0,116.0,117.0,10.0,EE,1.0
1198,61.0,120.0,122.0,153.0,137.0,11.0,O,1.0
1199,62.0,115.0,117.0,149.0,134.0,11.0,O,1.0
1200,59.0,122.0,126.0,155.0,137.0,11.0,O,1.0
1201,59.0,117.0,121.0,152.0,135.0,11.0,O,1.0
1202,60.0,121.0,125.0,151.0,135.0,11.0,O,1.0
1203,62.0,121.0,124.0,151.0,135.0,11.0,O,1.0
1204,59.0,123.0,127.0,153.0,137.0,11.0,O,1.0
1205,59.0,116.0,119.0,150.0,135.0,11.0,O,1.0
1206,61.0,122.0,125.0,150.0,135.0,11.0,O,1.0
1207,62.0,121.0,123.0,153.0,135.0,11.0,O,1.0
1208,61.0,123.0,123.0,150.0,135.0,11.0,O,1.0
1209,61.0,121.0,122.0,152.0,134.0,11.0,O,1.0
1210,60.0,125.0,127.0,151.0,135.0,11.0,O,1.0
1211,59.0,120.0,123.0,153.0,134.0,11.0,O,1.0
1212,60.0,125.0,127.0,151.0,135.0,11.0,O,1.0
1213,59.0,120.0,122.0,152.0,134.0,11.0,O,1.0
1214,60.0,123.0,125.0,150.0,135.0,11.0,O,1.0
1215,61.0,121.0,122.0,151.0,134.0,11.0,O,1.0
1216,61.0,123.0,126.0,153.0,136.0,11.0,O,1.0
1217,61.0,120.0,123.0,152.0,134.0,11.0,O,1.0
1218,61.0,122.0,125.0,152.0,136.0,11.0,O,1.0
1219,62.0,121.0,123.0,153.0,134.0,11.0,O,1.0
1220,61.0,122.0,125.0,151.0,135.0,11.0,O,1.0
1221,62.0,117.0,121.0,151.0,134.0,11.0,O,1.0
1222,61.0,121.0,125.0,152.0,136.0,11.0,O,1.0
1223,62.0,117.0,121.0,152.0,135.0,11.0,O,1.0
1224,62.0,120.0,123.0,151.0,134.0,11.0,O,1.0
1225,63.0,119.0,120.0,151.0,134.0,11.0,O,1.0
1226,62.0,120.0,123.0,151.0,135.0,11.0,O,1.0
1227,62.0,115.0,119.0,151.0,134.0,11.0,O,1.0
1228,61.0,114.0,117.0,145.0,132.0,11.0,O,1.0
1258,14.0,46.0,50.0,46.0,52.0,12.0,OO,1.0
1259,10.0,47.0,51.0,47.0,52.0,12.0,OO,1.0
1260,9.0,45.0,49.0,43.0,47.0,12.0,OO,1.0
1261,9.0,44.0,49.0,43.0,46.0,12.0,OO,1.0
1262,10.0,42.0,45.0,38.0,43.0,12.0,OO,1.0
1263,10.0,43.0,45.0,39.0,44.0,12.0,OO,1.0
1264,11.0,41.0,42.0,32.0,36.0,12.0,OO,1.0
1265,12.0,40.0,40.0,33.0,38.0,12.0,OO,1.0
1266,13.0,39.0,39.0,29.0,34.0,12.0,OO,1.0
1267,12.0,39.0,39.0,31.0,35.0,12.0,OO,1.0
1268,15.0,37.0,37.0,29.0,31.0,12.0,OO,1.0
1269,14.0,37.0,37.0,29.0,32.0,12.0,OO,1.0
1270,14.0,38.0,38.0,30.0,32.0,12.0,OO,1.0
1271,16.0,37.0,36.0,29.0,32.0,12.0,OO,1.0
1272,13.0,37.0,38.0,30.0,33.0,12.0,OO,1.0
1273,17.0,37.0,37.0,29.0,33.0,12.0,OO,1.0
1274,16.0,37.0,37.0,30.0,32.0,12.0,OO,1.0
1275,15.0,37.0,38.0,30.0,33.0,12.0,OO,1.0
1276,17.0,36.0,37.0,31.0,30.0,12.0,OO,1.0
1277,13.0,39.0,39.0,30.0,34.0,12.0,OO,1.0
1278,17.0,36.0,36.0,30.0,34.0,12.0,OO,1.0
1279,16.0,38.0,38.0,30.0,33.0,12.0,OO,1.0
1280,16.0,37.0,37.0,30.0,33.0,12.0,OO,1.0
1281,15.0,38.0,38.0,29.0,33.0,12.0,OO,1.0
1282,17.0,36.0,35.0,28.0,32.0,12.0,OO,1.0
1283,16.0,38.0,37.0,29.0,33.0,12.0,OO,1.0
1284,64.0,138.0,131.0,154.0,136.0,12.0,OO,1.0
1285,57.0,121.0,127.0,151.0,133.0,12.0,OO,1.0
1286,56.0,120.0,129.0,155.0,134.0,12.0,OO,1.0
1287,60.0,114.0,123.0,153.0,133.0,12.0,OO,1.0
1288,59.0,118.0,127.0,153.0,135.0,12.0,OO,1.0
1289,59.0,120.0,129.0,154.0,135.0,12.0,OO,1.0
1290,59.0,113.0,122.0,151.0,134.0,12.0,OO,1.0
1291,59.0,117.0,126.0,153.0,134.0,12.0,OO,1.0
1292,60.0,110.0,120.0,149.0,133.0,12.0,OO,1.0
1293,59.0,116.0,124.0,151.0,135.0,12.0,OO,1.0
1294,59.0,113.0,121.0,150.0,135.0,12.0,OO,1.0
1295,59.0,116.0,124.0,150.0,135.0,12.0,OO,1.0
1296,61.0,114.0,121.0,147.0,132.0,12.0,OO,1.0
1297,58.0,114.0,119.0,151.0,134.0,12.0,OO,1.0
1298,58.0,111.0,119.0,144.0,132.0,12.0,OO,1.0
1299,57.0,113.0,119.0,150.0,134.0,12.0,OO,1.0
1300,57.0,111.0,118.0,143.0,132.0,12.0,OO,1.0
1301,56.0,112.0,118.0,146.0,133.0,12.0,OO,1.0
1302,57.0,110.0,117.0,143.0,132.0,12.0,OO,1.0
1303,57.0,111.0,116.0,143.0,133.0,12.0,OO,1.0
1304,57.0,103.0,110.0,137.0,131.0,12.0,OO,1.0
1305,58.0,102.0,110.0,137.0,130.0,12.0,OO,1.0
1306,57.0,97.0,111.0,136.0,130.0,12.0,OO,1.0
1307,55.0,94.0,108.0,131.0,127.0,12.0,OO,1.0
1308,57.0,91.0,107.0,130.0,127.0,12.0,OO,1.0
1309,58.0,92.0,104.0,127.0,126.0,12.0,OO,1.0
1310,56.0,77.0,109.0,129.0,128.0,12.0,OO,1.0
1311,59.0,86.0,113.0,128.0,126.0,12.0,OO,1.0
1312,51.0,69.0,107.0,124.0,124.0,12.0,OO,1.0
1313,59.0,72.0,110.0,126.0,126.0,12.0,OO,1.0
1314,49.0,54.0,108.0,123.0,122.0,12.0,OO,1.0
1315,52.0,53.0,111.0,125.0,123.0,12.0,OO,1.0
1316,45.0,46.0,109.0,115.0,110.0,12.0,OO,1.0
1317,47.0,46.0,108.0,115.0,110.0,12.0,OO,1.0
1318,50.0,37.0,104.0,108.0,102.0,12.0,OO,1.0
1348,4.0,6.0,64.0,67.0,84.0,13.0,K,
1349,4.0,6.0,64.0,66.0,83.0,13.0,K,
1350,5.0,6.0,64.0,67.0,84.0,13.0,K,
1351,5.0,6.0,64.0,67.0,84.0,13.0,K,
1352,4.0,6.0,63.0,65.0,82.0,13.0,K,
1353,3.0,6.0,63.0,64.0,81.0,13.0,K,
1354,4.0,6.0,64.0,66.0,83.0,13.0,K,
1355,3.0,6.0,63.0,65.0,82.0,13.0,K,
1356,3.0,6.0,63.0,66.0,84.0,13.0,K,
1357,4.0,6.0,64.0,66.0,84.0,13.0,K,
1358,3.0,6.0,63.0,65.0,83.0,13.0,K,
1359,3.0,7.0,64.0,67.0,83.0,13.0,K,
1360,3.0,6.0,63.0,66.0,84.0,13.0,K,
1361,2.0,7.0,64.0,66.0,84.0,13.0,K,
1362,3.0,6.0,63.0,66.0,83.0,13.0,K,
1363,4.0,6.0,64.0,66.0,83.0,13.0,K,
1364,3.0,7.0,64.0,67.0,83.0,13.0,K,
1365,4.0,6.0,63.0,65.0,82.0,13.0,K,
1366,3.0,6.0,64.0,68.0,84.0,13.0,K,
1367,4.0,6.0,63.0,65.0,83.0,13.0,K,
1368,3.0,7.0,64.0,67.0,84.0,13.0,K,
1369,5.0,7.0,62.0,64.0,82.0,13.0,K,
1370,3.0,7.0,64.0,66.0,83.0,13.0,K,
1371,4.0,7.0,63.0,66.0,83.0,13.0,K,
1372,4.0,7.0,65.0,68.0,84.0,13.0,K,
1373,4.0,6.0,64.0,66.0,83.0,13.0,K,
1374,55.0,9.0,33.0,123.0,112.0,13.0,K,
1375,38.0,4.0,24.0,136.0,123.0,13.0,K,
1376,38.0,6.0,25.0,134.0,124.0,13.0,K,
1377,38.0,5.0,24.0,138.0,126.0,13.0,K,
1378,36.0,6.0,25.0,137.0,125.0,13.0,K,
1379,37.0,5.0,25.0,137.0,127.0,13.0,K,
1380,34.0,6.0,27.0,138.0,127.0,13.0,K,
1381,36.0,6.0,27.0,138.0,128.0,13.0,K,
1382,34.0,5.0,27.0,138.0,128.0,13.0,K,
1383,35.0,6.0,25.0,137.0,126.0,13.0,K,
1384,34.0,6.0,26.0,138.0,128.0,13.0,K,
1385,36.0,6.0,25.0,138.0,126.0,13.0,K,
1386,34.0,6.0,26.0,138.0,128.0,13.0,K,
1387,35.0,6.0,25.0,138.0,127.0,13.0,K,
1388,35.0,6.0,25.0,139.0,128.0,13.0,K,
1389,35.0,7.0,24.0,138.0,126.0,13.0,K,
1390,35.0,7.0,25.0,139.0,127.0,13.0,K,
1391,35.0,7.0,24.0,140.0,128.0,13.0,K,
1392,36.0,6.0,25.0,141.0,128.0,13.0,K,
1393,35.0,7.0,25.0,140.0,128.0,13.0,K,
1394,35.0,7.0,26.0,140.0,128.0,13.0,K,
1395,34.0,6.0,25.0,140.0,129.0,13.0,K,
1396,36.0,7.0,25.0,141.0,127.0,13.0,K,
1397,36.0,7.0,25.0,139.0,128.0,13.0,K,
1398,36.0,7.0,25.0,140.0,128.0,13.0,K,
1399,34.0,7.0,26.0,142.0,129.0,13.0,K,
1400,35.0,7.0,26.0,141.0,128.0,13.0,K,
1401,36.0,6.0,25.0,140.0,129.0,13.0,K,
1402,35.0,7.0,26.0,140.0,128.0,13.0,K,
1403,33.0,7.0,26.0,141.0,130.0,13.0,K,
1404,33.0,7.0,26.0,140.0,129.0,13.0,K,
1405,33.0,7.0,27.0,141.0,130.0,13.0,K,
1406,33.0,7.0,26.0,140.0,129.0,13.0,K,
1407,33.0,7.0,27.0,141.0,130.0,13.0,K,
1408,35.0,7.0,26.0,142.0,130.0,13.0,K,
1438,35.0,7.0,26.0,140.0,129.0,14.0,G,
1439,35.0,6.0,26.0,139.0,128.0,14.0,G,
1440,34.0,7.0,26.0,140.0,128.0,14.0,G,
1441,34.0,6.0,26.0,138.0,127.0,14.0,G,
1442,36.0,7.0,26.0,140.0,128.0,14.0,G,
1443,35.0,7.0,26.0,140.0,128.0,14.0,G,
1444,35.0,7.0,26.0,141.0,128.0,14.0,G,
1445,36.0,7.0,26.0,141.0,128.0,14.0,G,
1446,36.0,7.0,25.0,141.0,127.0,14.0,G,
1447,35.0,6.0,26.0,140.0,128.0,14.0,G,
1448,35.0,7.0,25.0,140.0,127.0,14.0,G,
1449,35.0,6.0,26.0,138.0,126.0,14.0,G,
1450,36.0,7.0,26.0,139.0,127.0,14.0,G,
1451,35.0,6.0,26.0,138.0,126.0,14.0,G,
1452,35.0,7.0,26.0,140.0,128.0,14.0,G,
1453,36.0,7.0,25.0,141.0,127.0,14.0,G,
1454,36.0,7.0,25.0,140.0,127.0,14.0,G,
1455,36.0,6.0,26.0,139.0,127.0,14.0,G,
1456,36.0,7.0,25.0,141.0,127.0,14.0,G,
1457,36.0,6.0,26.0,140.0,127.0,14.0,G,
1458,37.0,7.0,25.0,141.0,127.0,14.0,G,
1459,36.0,7.0,26.0,140.0,127.0,14.0,G,
1460,35.0,7.0,26.0,139.0,127.0,14.0,G,
1461,34.0,7.0,26.0,138.0,127.0,14.0,G,
1462,35.0,7.0,26.0,139.0,128.0,14.0,G,
1463,34.0,7.0,27.0,138.0,127.0,14.0,G,
1464,52.0,84.0,135.0,149.0,101.0,14.0,G,
1465,53.0,64.0,157.0,159.0,98.0,14.0,G,
1466,63.0,38.0,126.0,140.0,119.0,14.0,G,
1467,69.0,40.0,114.0,133.0,96.0,14.0,G,
1468,68.0,43.0,120.0,135.0,92.0,14.0,G,
1469,64.0,42.0,118.0,134.0,92.0,14.0,G,
1470,64.0,40.0,121.0,135.0,93.0,14.0,G,
1471,64.0,40.0,122.0,137.0,93.0,14.0,G,
1472,64.0,40.0,122.0,136.0,93.0,14.0,G,
1473,65.0,40.0,124.0,138.0,93.0,14.0,G,
1474,64.0,41.0,123.0,138.0,94.0,14.0,G,
1475,64.0,41.0,124.0,139.0,94.0,14.0,G,
1476,65.0,40.0,123.0,138.0,94.0,14.0,G,
1477,65.0,41.0,123.0,138.0,94.0,14.0,G,
1478,65.0,40.0,123.0,138.0,94.0,14.0,G,
1479,65.0,40.0,122.0,137.0,94.0,14.0,G,
1480,65.0,41.0,123.0,139.0,94.0,14.0,G,
1481,65.0,40.0,122.0,137.0,94.0,14.0,G,
1482,66.0,41.0,123.0,138.0,94.0,14.0,G,
1483,66.0,41.0,123.0,138.0,94.0,14.0,G,
1484,66.0,41.0,123.0,138.0,94.0,14.0,G,
1485,66.0,41.0,122.0,137.0,94.0,14.0,G,
1486,65.0,41.0,123.0,137.0,94.0,14.0,G,
1487,66.0,42.0,123.0,138.0,94.0,14.0,G,
1488,66.0,41.0,122.0,137.0,94.0,14.0,G,
1489,66.0,41.0,120.0,136.0,93.0,14.0,G,
1490,67.0,41.0,122.0,136.0,93.0,14.0,G,
1491,66.0,41.0,121.0,136.0,94.0,14.0,G,
1492,67.0,41.0,122.0,137.0,93.0,14.0,G,
1493,66.0,42.0,122.0,137.0,93.0,14.0,G,
1494,67.0,41.0,122.0,137.0,93.0,14.0,G,
1495,66.0,42.0,122.0,138.0,94.0,14.0,G,
1496,67.0,42.0,123.0,137.0,93.0,14.0,G,
1497,66.0,42.0,122.0,137.0,94.0,14.0,G,
1498,67.0,42.0,122.0,137.0,94.0,14.0,G,
1499,66.0,42.0,123.0,138.0,94.0,14.0,G,
1500,67.0,42.0,122.0,137.0,94.0,14.0,G,
1501,67.0,42.0,122.0,138.0,94.0,14.0,G,
1502,67.0,42.0,121.0,136.0,94.0,14.0,G,
1503,66.0,42.0,122.0,136.0,94.0,14.0,G,
1504,68.0,43.0,123.0,137.0,94.0,14.0,G,
1505,66.0,42.0,123.0,138.0,94.0,14.0,G,
1506,66.0,43.0,122.0,138.0,94.0,14.0,G,
1507,66.0,42.0,122.0,138.0,94.0,14.0,G,
1508,66.0,42.0,123.0,138.0,94.0,14.0,G,
1509,67.0,42.0,123.0,139.0,95.0,14.0,G,
1510,68.0,42.0,124.0,138.0,94.0,14.0,G,
1511,68.0,42.0,123.0,138.0,94.0,14.0,G,
1512,67.0,42.0,124.0,138.0,94.0,14.0,G,
1513,67.0,42.0,125.0,138.0,94.0,14.0,G,
1514,66.0,42.0,125.0,138.0,94.0,14.0,G,
1515,66.0,42.0,125.0,138.0,94.0,14.0,G,
1516,66.0,42.0,124.0,138.0,94.0,14.0,G,
1517,66.0,41.0,124.0,138.0,94.0,14.0,G,
1518,67.0,42.0,124.0,138.0,94.0,14.0,G,
1519,63.0,39.0,115.0,142.0,111.0,14.0,G,
1520,68.0,42.0,124.0,138.0,94.0,14.0,G,
1521,68.0,43.0,125.0,137.0,93.0,14.0,G,
1522,58.0,39.0,118.0,140.0,104.0,14.0,G,
1523,69.0,42.0,126.0,139.0,94.0,14.0,G,
1524,69.0,43.0,124.0,139.0,94.0,14.0,G,
1525,69.0,43.0,125.0,137.0,93.0,14.0,G,
1526,68.0,43.0,125.0,139.0,94.0,14.0,G,
1527,69.0,43.0,126.0,138.0,94.0,14.0,G,
1528,70.0,44.0,125.0,138.0,93.0,14.0,G,
1558,64.0,109.0,127.0,141.0,13.0,15.0,J,1.0
1559,63.0,111.0,128.0,145.0,14.0,15.0,J,1.0
1560,64.0,109.0,128.0,143.0,14.0,15.0,J,1.0
1561,63.0,108.0,129.0,144.0,15.0,15.0,J,1.0
1562,63.0,107.0,129.0,145.0,15.0,15.0,J,1.0
1563,65.0,107.0,128.0,146.0,16.0,15.0,J,1.0
1564,64.0,107.0,128.0,143.0,15.0,15.0,J,1.0
1565,64.0,106.0,128.0,146.0,16.0,15.0,J,1.0
1566,63.0,106.0,128.0,145.0,15.0,15.0,J,1.0
1567,64.0,106.0,128.0,145.0,16.0,15.0,J,1.0
1568,64.0,109.0,128.0,144.0,15.0,15.0,J,1.0
1569,65.0,110.0,130.0,147.0,15.0,15.0,J,1.0
1570,64.0,109.0,128.0,144.0,15.0,15.0,J,1.0
1571,65.0,110.0,130.0,146.0,15.0,15.0,J,1.0
1572,63.0,106.0,128.0,144.0,14.0,15.0,J,1.0
1573,64.0,107.0,129.0,146.0,14.0,15.0,J,1.0
1574,65.0,104.0,128.0,145.0,14.0,15.0,J,1.0
1575,63.0,103.0,128.0,145.0,14.0,15.0,J,1.0
1576,63.0,103.0,128.0,145.0,15.0,15.0,J,1.0
1577,64.0,106.0,127.0,144.0,14.0,15.0,J,1.0
1578,64.0,104.0,128.0,145.0,15.0,15.0,J,1.0
1579,65.0,103.0,127.0,144.0,14.0,15.0,J,1.0
1580,64.0,104.0,127.0,145.0,15.0,15.0,J,1.0
1581,62.0,104.0,127.0,143.0,14.0,15.0,J,1.0
1582,65.0,106.0,128.0,146.0,15.0,15.0,J,1.0
1583,62.0,102.0,126.0,143.0,14.0,15.0,J,1.0
1584,64.0,105.0,129.0,147.0,15.0,15.0,J,1.0
1585,62.0,102.0,127.0,144.0,14.0,15.0,J,1.0
1586,65.0,105.0,128.0,146.0,14.0,15.0,J,1.0
1587,64.0,104.0,128.0,144.0,14.0,15.0,J,1.0
1588,64.0,104.0,128.0,145.0,14.0,15.0,J,1.0
1589,65.0,102.0,127.0,144.0,14.0,15.0,J,1.0
1590,65.0,103.0,128.0,145.0,15.0,15.0,J,1.0
1591,65.0,103.0,128.0,145.0,14.0,15.0,J,1.0
1592,64.0,104.0,129.0,145.0,15.0,15.0,J,1.0
1593,63.0,105.0,128.0,144.0,14.0,15.0,J,1.0
1594,64.0,110.0,130.0,148.0,13.0,15.0,J,1.0
1595,64.0,108.0,129.0,144.0,13.0,15.0,J,1.0
1596,63.0,113.0,131.0,148.0,13.0,15.0,J,1.0
1597,66.0,109.0,130.0,145.0,12.0,15.0,J,1.0
1598,63.0,106.0,129.0,146.0,12.0,15.0,J,1.0
1599,66.0,106.0,128.0,145.0,13.0,15.0,J,1.0
1600,65.0,109.0,129.0,145.0,13.0,15.0,J,1.0
1601,62.0,104.0,128.0,144.0,13.0,15.0,J,1.0
1602,63.0,108.0,130.0,147.0,13.0,15.0,J,1.0
1603,63.0,104.0,126.0,142.0,12.0,15.0,J,1.0
1604,64.0,106.0,129.0,145.0,14.0,15.0,J,1.0
1605,61.0,104.0,125.0,141.0,13.0,15.0,J,1.0
1606,66.0,112.0,130.0,145.0,13.0,15.0,J,1.0
1607,62.0,108.0,125.0,141.0,11.0,15.0,J,1.0
1608,68.0,112.0,130.0,142.0,12.0,15.0,J,1.0
1609,68.0,111.0,125.0,139.0,11.0,15.0,J,1.0
1610,70.0,103.0,127.0,139.0,13.0,15.0,J,1.0
1611,76.0,115.0,124.0,131.0,10.0,15.0,J,1.0
1612,78.0,110.0,123.0,133.0,10.0,15.0,J,1.0
1613,87.0,113.0,123.0,126.0,10.0,15.0,J,1.0
1614,90.0,114.0,126.0,130.0,11.0,15.0,J,1.0
1615,93.0,121.0,123.0,121.0,18.0,15.0,J,1.0
1616,94.0,120.0,124.0,119.0,17.0,15.0,J,1.0
1617,92.0,125.0,126.0,122.0,23.0,15.0,J,1.0
1618,95.0,131.0,128.0,122.0,24.0,15.0,J,1.0
1648,23.0,60.0,126.0,136.0,126.0,16.0,T,
1649,21.0,63.0,127.0,137.0,129.0,16.0,T,
1650,19.0,59.0,127.0,136.0,129.0,16.0,T,
1651,20.0,59.0,126.0,135.0,130.0,16.0,T,
1652,20.0,60.0,125.0,134.0,128.0,16.0,T,
1653,19.0,60.0,125.0,133.0,129.0,16.0,T,
1654,19.0,58.0,126.0,133.0,127.0,16.0,T,
1655,20.0,60.0,124.0,133.0,128.0,16.0,T,
1656,19.0,59.0,125.0,133.0,127.0,16.0,T,
1657,20.0,60.0,124.0,133.0,127.0,16.0,T,
1658,20.0,59.0,124.0,132.0,126.0,16.0,T,
1659,20.0,60.0,124.0,133.0,127.0,16.0,T,
1660,19.0,59.0,125.0,133.0,127.0,16.0,T,
1661,19.0,60.0,124.0,133.0,127.0,16.0,T,
1662,20.0,60.0,124.0,133.0,126.0,16.0,T,
