frame,thumb_angle,index_angle,middle_angle,ring_angle,pinky_angle,sign,sign_character,dynamic
1663,20.0,60.0,124.0,133.0,127.0,16.0,T,
1664,19.0,60.0,125.0,133.0,126.0,16.0,T,
1665,20.0,60.0,125.0,134.0,127.0,16.0,T,
1666,20.0,60.0,125.0,133.0,126.0,16.0,T,
1667,20.0,60.0,124.0,133.0,127.0,16.0,T,
1668,19.0,59.0,124.0,133.0,126.0,16.0,T,
1669,20.0,60.0,125.0,134.0,127.0,16.0,T,
1670,19.0,59.0,124.0,133.0,127.0,16.0,T,
1671,34.0,59.0,120.0,122.0,114.0,16.0,T,
1672,19.0,59.0,126.0,134.0,127.0,16.0,T,
1673,33.0,57.0,119.0,119.0,112.0,16.0,T,
1674,32.0,59.0,118.0,127.0,111.0,16.0,T,
1675,31.0,52.0,88.0,125.0,112.0,16.0,T,
1676,19.0,59.0,125.0,133.0,127.0,16.0,T,
1677,34.0,53.0,114.0,116.0,108.0,16.0,T,
1678,32.0,52.0,77.0,123.0,110.0,16.0,T,
1679,32.0,51.0,74.0,121.0,109.0,16.0,T,
1680,34.0,53.0,91.0,126.0,112.0,16.0,T,
1681,32.0,50.0,65.0,127.0,115.0,16.0,T,
1682,20.0,59.0,124.0,133.0,127.0,16.0,T,
1683,21.0,59.0,124.0,133.0,127.0,16.0,T,
1684,20.0,59.0,125.0,133.0,127.0,16.0,T,
1685,35.0,57.0,107.0,118.0,113.0,16.0,T,
1686,32.0,56.0,108.0,127.0,113.0,16.0,T,
1687,20.0,59.0,125.0,134.0,127.0,16.0,T,
1688,34.0,57.0,119.0,120.0,113.0,16.0,T,
1689,21.0,58.0,124.0,133.0,127.0,16.0,T,
1690,33.0,59.0,123.0,125.0,116.0,16.0,T,
1691,20.0,59.0,125.0,133.0,128.0,16.0,T,
1692,20.0,60.0,124.0,133.0,127.0,16.0,T,
1693,20.0,59.0,123.0,132.0,127.0,16.0,T,
1694,20.0,59.0,125.0,131.0,127.0,16.0,T,
1695,20.0,59.0,124.0,132.0,128.0,16.0,T,
1696,19.0,61.0,124.0,132.0,127.0,16.0,T,
1697,19.0,60.0,125.0,133.0,128.0,16.0,T,
1698,19.0,61.0,125.0,133.0,128.0,16.0,T,
1699,19.0,60.0,124.0,132.0,127.0,16.0,T,
1700,20.0,60.0,125.0,133.0,128.0,16.0,T,
1701,20.0,61.0,125.0,132.0,128.0,16.0,T,
1702,20.0,60.0,125.0,133.0,128.0,16.0,T,
1703,20.0,60.0,126.0,134.0,128.0,16.0,T,
1704,19.0,60.0,125.0,133.0,128.0,16.0,T,
1705,20.0,60.0,124.0,132.0,128.0,16.0,T,
1706,20.0,59.0,124.0,132.0,127.0,16.0,T,
1707,20.0,60.0,124.0,132.0,128.0,16.0,T,
1708,19.0,58.0,124.0,131.0,127.0,16.0,T,
1738,57.0,1.0,102.0,107.0,113.0,17.0,Dh,
1739,59.0,1.0,101.0,106.0,113.0,17.0,Dh,
1740,60.0,2.0,100.0,103.0,111.0,17.0,Dh,
1741,59.0,2.0,102.0,105.0,112.0,17.0,Dh,
1742,62.0,3.0,102.0,106.0,113.0,17.0,Dh,
1743,61.0,2.0,104.0,108.0,114.0,17.0,Dh,
1744,61.0,3.0,105.0,109.0,114.0,17.0,Dh,
1745,60.0,3.0,104.0,108.0,113.0,17.0,Dh,
1746,61.0,3.0,104.0,108.0,113.0,17.0,Dh,
1747,61.0,3.0,104.0,107.0,114.0,17.0,Dh,
1748,60.0,2.0,104.0,109.0,114.0,17.0,Dh,
1749,62.0,3.0,104.0,107.0,113.0,17.0,Dh,
1750,59.0,3.0,104.0,109.0,114.0,17.0,Dh,
1751,62.0,3.0,104.0,107.0,113.0,17.0,Dh,
1752,64.0,7.0,103.0,121.0,118.0,17.0,Dh,
1753,62.0,77.0,4.0,84.0,104.0,17.0,Dh,
1754,59.0,65.0,21.0,112.0,119.0,17.0,Dh,
1755,37.0,100.0,36.0,21.0,21.0,17.0,Dh,
1756,60.0,3.0,105.0,109.0,114.0,17.0,Dh,
1757,59.0,2.0,104.0,109.0,114.0,17.0,Dh,
1758,61.0,3.0,104.0,107.0,113.0,17.0,Dh,
1759,60.0,3.0,104.0,108.0,113.0,17.0,Dh,
1760,60.0,3.0,104.0,108.0,113.0,17.0,Dh,
1761,60.0,3.0,103.0,107.0,112.0,17.0,Dh,
1762,60.0,3.0,104.0,108.0,114.0,17.0,Dh,
1763,60.0,3.0,102.0,106.0,112.0,17.0,Dh,
1764,62.0,3.0,103.0,108.0,114.0,17.0,Dh,
1765,60.0,3.0,103.0,107.0,113.0,17.0,Dh,
1766,59.0,2.0,102.0,107.0,113.0,17.0,Dh,
1767,58.0,2.0,102.0,106.0,113.0,17.0,Dh,
1768,60.0,2.0,102.0,107.0,113.0,17.0,Dh,
1769,59.0,3.0,102.0,107.0,113.0,17.0,Dh,
1770,60.0,2.0,103.0,107.0,113.0,17.0,Dh,
1771,60.0,3.0,100.0,106.0,112.0,17.0,Dh,
1772,58.0,3.0,100.0,105.0,112.0,17.0,Dh,
1773,58.0,3.0,101.0,106.0,113.0,17.0,Dh,
1774,61.0,2.0,102.0,106.0,113.0,17.0,Dh,
1775,66.0,87.0,89.0,110.0,112.0,17.0,Dh,
1776,59.0,3.0,101.0,106.0,112.0,17.0,Dh,
1777,61.0,2.0,102.0,107.0,113.0,17.0,Dh,
1778,63.0,3.0,103.0,107.0,113.0,17.0,Dh,
1779,60.0,3.0,102.0,106.0,113.0,17.0,Dh,
1780,59.0,3.0,102.0,107.0,113.0,17.0,Dh,
1781,59.0,3.0,102.0,106.0,113.0,17.0,Dh,
1782,59.0,2.0,102.0,106.0,113.0,17.0,Dh,
1783,58.0,2.0,102.0,106.0,113.0,17.0,Dh,
1784,61.0,2.0,102.0,105.0,112.0,17.0,Dh,
1785,59.0,3.0,102.0,105.0,113.0,17.0,Dh,
1786,58.0,2.0,103.0,107.0,114.0,17.0,Dh,
1787,61.0,3.0,102.0,105.0,112.0,17.0,Dh,
1788,59.0,3.0,104.0,108.0,114.0,17.0,Dh,
1789,58.0,2.0,103.0,106.0,113.0,17.0,Dh,
1790,59.0,2.0,102.0,105.0,113.0,17.0,Dh,
1791,59.0,2.0,103.0,106.0,114.0,17.0,Dh,
1792,61.0,2.0,103.0,105.0,113.0,17.0,Dh,
1793,58.0,2.0,103.0,106.0,113.0,17.0,Dh,
1794,60.0,3.0,102.0,105.0,113.0,17.0,Dh,
1795,59.0,3.0,102.0,106.0,113.0,17.0,Dh,
1796,60.0,2.0,104.0,107.0,114.0,17.0,Dh,
1797,61.0,3.0,103.0,106.0,112.0,17.0,Dh,
1798,59.0,3.0,105.0,109.0,115.0,17.0,Dh,
1828,80.0,117.0,116.0,136.0,127.0,18.0,NH,1.0
1829,81.0,116.0,112.0,137.0,126.0,18.0,NH,1.0
1830,79.0,115.0,112.0,137.0,127.0,18.0,NH,1.0
1831,76.0,115.0,110.0,137.0,127.0,18.0,NH,1.0
1832,76.0,113.0,106.0,135.0,126.0,18.0,NH,1.0
1833,76.0,114.0,108.0,135.0,125.0,18.0,NH,1.0
1834,69.0,112.0,107.0,135.0,125.0,18.0,NH,1.0
1835,72.0,113.0,106.0,134.0,125.0,18.0,NH,1.0
1836,71.0,113.0,106.0,134.0,125.0,18.0,NH,1.0
1837,71.0,112.0,106.0,133.0,124.0,18.0,NH,1.0
1838,72.0,112.0,106.0,132.0,123.0,18.0,NH,1.0
1839,74.0,110.0,105.0,131.0,123.0,18.0,NH,1.0
1840,75.0,110.0,106.0,131.0,120.0,18.0,NH,1.0
1841,74.0,110.0,104.0,130.0,122.0,18.0,NH,1.0
1842,70.0,109.0,103.0,131.0,120.0,18.0,NH,1.0
1843,72.0,111.0,106.0,131.0,122.0,18.0,NH,1.0
1844,76.0,113.0,107.0,132.0,121.0,18.0,NH,1.0
1845,76.0,112.0,108.0,132.0,122.0,18.0,NH,1.0
1846,76.0,111.0,105.0,132.0,121.0,18.0,NH,1.0
1847,77.0,112.0,104.0,134.0,121.0,18.0,NH,1.0
1848,81.0,113.0,104.0,133.0,120.0,18.0,NH,1.0
1849,79.0,112.0,103.0,133.0,120.0,18.0,NH,1.0
1850,81.0,110.0,102.0,133.0,120.0,18.0,NH,1.0
1851,78.0,112.0,103.0,134.0,121.0,18.0,NH,1.0
1852,81.0,112.0,105.0,133.0,121.0,18.0,NH,1.0
1853,78.0,111.0,103.0,134.0,121.0,18.0,NH,1.0
1854,82.0,112.0,103.0,134.0,121.0,18.0,NH,1.0
1855,81.0,111.0,104.0,134.0,121.0,18.0,NH,1.0
1856,79.0,110.0,105.0,133.0,121.0,18.0,NH,1.0
1857,77.0,113.0,104.0,135.0,122.0,18.0,NH,1.0
1858,80.0,113.0,104.0,135.0,121.0,18.0,NH,1.0
1918,39.0,79.0,93.0,138.0,125.0,19.0,Th,
1919,40.0,77.0,90.0,133.0,123.0,19.0,Th,
1920,40.0,82.0,100.0,132.0,124.0,19.0,Th,
1921,40.0,85.0,109.0,132.0,125.0,19.0,Th,
1922,43.0,86.0,90.0,138.0,128.0,19.0,Th,
1923,39.0,83.0,88.0,136.0,127.0,19.0,Th,
1924,38.0,83.0,88.0,133.0,126.0,19.0,Th,
1925,40.0,85.0,88.0,136.0,127.0,19.0,Th,
1926,40.0,82.0,90.0,136.0,128.0,19.0,Th,
1927,39.0,85.0,100.0,134.0,128.0,19.0,Th,
1928,39.0,85.0,100.0,134.0,127.0,19.0,Th,
1929,39.0,84.0,96.0,133.0,127.0,19.0,Th,
1930,39.0,85.0,99.0,134.0,127.0,19.0,Th,
1931,39.0,85.0,105.0,134.0,127.0,19.0,Th,
1932,39.0,85.0,98.0,135.0,126.0,19.0,Th,
1933,40.0,86.0,93.0,135.0,126.0,19.0,Th,
1934,39.0,86.0,91.0,133.0,127.0,19.0,Th,
1935,40.0,85.0,97.0,135.0,127.0,19.0,Th,
1936,39.0,85.0,103.0,134.0,127.0,19.0,Th,
1937,39.0,86.0,106.0,133.0,126.0,19.0,Th,
1938,39.0,88.0,100.0,134.0,126.0,19.0,Th,
1939,38.0,87.0,100.0,133.0,126.0,19.0,Th,
1940,38.0,86.0,95.0,134.0,127.0,19.0,Th,
1941,39.0,86.0,99.0,135.0,127.0,19.0,Th,
1942,39.0,87.0,99.0,135.0,128.0,19.0,Th,
1943,37.0,85.0,97.0,134.0,127.0,19.0,Th,
1944,38.0,86.0,104.0,136.0,128.0,19.0,Th,
1945,38.0,85.0,103.0,134.0,127.0,19.0,Th,
1946,38.0,87.0,104.0,134.0,127.0,19.0,Th,
1947,37.0,88.0,105.0,134.0,127.0,19.0,Th,
1948,37.0,87.0,106.0,133.0,127.0,19.0,Th,
1949,37.0,87.0,106.0,135.0,128.0,19.0,Th,
1950,36.0,86.0,104.0,133.0,127.0,19.0,Th,
1951,37.0,87.0,107.0,134.0,127.0,19.0,Th,
1952,36.0,88.0,111.0,134.0,128.0,19.0,Th,
1953,36.0,86.0,101.0,134.0,127.0,19.0,Th,
1954,35.0,85.0,105.0,134.0,127.0,19.0,Th,
1955,36.0,87.0,104.0,134.0,126.0,19.0,Th,
1956,35.0,86.0,110.0,134.0,127.0,19.0,Th,
1957,35.0,86.0,107.0,133.0,127.0,19.0,Th,
1958,36.0,87.0,109.0,134.0,126.0,19.0,Th,
1959,35.0,86.0,110.0,133.0,126.0,19.0,Th,
1960,33.0,86.0,114.0,133.0,126.0,19.0,Th,
1961,33.0,88.0,114.0,133.0,126.0,19.0,Th,
1962,34.0,86.0,112.0,133.0,126.0,19.0,Th,
1963,34.0,87.0,106.0,135.0,126.0,19.0,Th,
1964,34.0,87.0,110.0,135.0,126.0,19.0,Th,
1965,36.0,87.0,107.0,134.0,126.0,19.0,Th,
1966,35.0,85.0,95.0,134.0,126.0,19.0,Th,
1967,33.0,85.0,105.0,134.0,127.0,19.0,Th,
1968,35.0,86.0,97.0,134.0,127.0,19.0,Th,
1969,35.0,85.0,104.0,135.0,127.0,19.0,Th,
1970,35.0,84.0,103.0,135.0,128.0,19.0,Th,
1971,35.0,86.0,108.0,135.0,128.0,19.0,Th,
1972,35.0,85.0,104.0,135.0,127.0,19.0,Th,
1973,35.0,85.0,102.0,134.0,127.0,19.0,Th,
1974,35.0,85.0,104.0,135.0,127.0,19.0,Th,
1975,36.0,84.0,100.0,134.0,128.0,19.0,Th,
1976,38.0,88.0,107.0,137.0,128.0,19.0,Th,
1977,38.0,85.0,99.0,137.0,127.0,19.0,Th,
1978,37.0,87.0,103.0,136.0,128.0,19.0,Th,
2007,59.0,107.0,7.0,144.0,128.0,20.0,D,
2008,59.0,107.0,6.0,143.0,130.0,20.0,D,
2009,56.0,107.0,7.0,148.0,134.0,20.0,D,
2010,56.0,106.0,6.0,148.0,133.0,20.0,D,
2011,53.0,106.0,7.0,153.0,136.0,20.0,D,
2012,50.0,106.0,7.0,152.0,135.0,20.0,D,
2013,52.0,108.0,7.0,152.0,135.0,20.0,D,
2014,51.0,106.0,7.0,151.0,135.0,20.0,D,
2015,50.0,108.0,7.0,150.0,134.0,20.0,D,
2016,51.0,108.0,7.0,154.0,136.0,20.0,D,
2017,49.0,106.0,7.0,150.0,134.0,20.0,D,
2018,53.0,109.0,7.0,149.0,134.0,20.0,D,
2019,51.0,106.0,7.0,154.0,137.0,20.0,D,
2020,51.0,105.0,7.0,149.0,134.0,20.0,D,
2021,54.0,107.0,7.0,150.0,135.0,20.0,D,
2022,49.0,104.0,7.0,150.0,134.0,20.0,D,
2023,54.0,109.0,7.0,151.0,136.0,20.0,D,
2024,51.0,104.0,7.0,151.0,136.0,20.0,D,
2025,52.0,109.0,7.0,151.0,135.0,20.0,D,
2026,49.0,107.0,7.0,150.0,135.0,20.0,D,
2027,54.0,106.0,6.0,151.0,135.0,20.0,D,
2028,48.0,104.0,7.0,150.0,134.0,20.0,D,
2029,52.0,110.0,7.0,150.0,135.0,20.0,D,
2030,51.0,108.0,7.0,150.0,135.0,20.0,D,
2031,52.0,109.0,7.0,151.0,135.0,20.0,D,
2032,50.0,107.0,7.0,150.0,135.0,20.0,D,
2033,52.0,107.0,7.0,151.0,135.0,20.0,D,
2034,52.0,109.0,7.0,149.0,134.0,20.0,D,
2035,52.0,107.0,7.0,153.0,137.0,20.0,D,
2036,51.0,106.0,7.0,151.0,134.0,20.0,D,
2037,52.0,109.0,7.0,154.0,136.0,20.0,D,
2038,53.0,104.0,7.0,149.0,134.0,20.0,D,
2039,57.0,111.0,7.0,150.0,135.0,20.0,D,
2040,50.0,106.0,7.0,153.0,135.0,20.0,D,
2041,51.0,110.0,7.0,153.0,136.0,20.0,D,
2042,53.0,109.0,7.0,151.0,134.0,20.0,D,
2043,51.0,108.0,7.0,153.0,136.0,20.0,D,
2044,52.0,107.0,7.0,150.0,134.0,20.0,D,
2045,48.0,106.0,7.0,152.0,135.0,20.0,D,
2046,52.0,108.0,8.0,151.0,136.0,20.0,D,
2047,52.0,109.0,7.0,152.0,135.0,20.0,D,
2048,49.0,107.0,8.0,152.0,136.0,20.0,D,
2049,50.0,108.0,8.0,153.0,137.0,20.0,D,
2050,52.0,109.0,8.0,151.0,135.0,20.0,D,
2051,50.0,109.0,8.0,152.0,136.0,20.0,D,
2052,49.0,107.0,8.0,153.0,137.0,20.0,D,
2053,47.0,107.0,8.0,151.0,135.0,20.0,D,
2054,54.0,110.0,7.0,152.0,135.0,20.0,D,
2055,48.0,106.0,7.0,152.0,136.0,20.0,D,
2056,48.0,105.0,8.0,153.0,137.0,20.0,D,
2057,49.0,107.0,7.0,152.0,136.0,20.0,D,
2058,48.0,106.0,8.0,151.0,137.0,20.0,D,
2059,48.0,107.0,7.0,152.0,136.0,20.0,D,
2060,51.0,108.0,7.0,152.0,136.0,20.0,D,
2061,48.0,107.0,7.0,154.0,137.0,20.0,D,
2062,48.0,107.0,7.0,153.0,136.0,20.0,D,
2063,48.0,107.0,7.0,152.0,136.0,20.0,D,
2064,48.0,106.0,7.0,152.0,136.0,20.0,D,
2065,48.0,105.0,7.0,151.0,136.0,20.0,D,
2066,48.0,106.0,7.0,154.0,137.0,20.0,D,
2067,48.0,108.0,7.0,153.0,137.0,40.0,PH,1.0
2068,48.0,104.0,7.0,151.0,136.0,21.0,N,
2069,47.0,106.0,7.0,153.0,137.0,21.0,N,
2070,48.0,105.0,7.0,154.0,137.0,21.0,N,
2071,48.0,106.0,7.0,152.0,136.0,21.0,N,
2072,49.0,106.0,8.0,155.0,137.0,21.0,N,
2073,47.0,107.0,7.0,155.0,137.0,21.0,N,
2074,49.0,109.0,8.0,153.0,136.0,21.0,N,
2075,49.0,106.0,8.0,152.0,136.0,21.0,N,
2076,50.0,106.0,8.0,153.0,137.0,21.0,N,
2077,48.0,107.0,7.0,153.0,137.0,21.0,N,
2078,51.0,107.0,7.0,154.0,137.0,21.0,N,
2079,50.0,107.0,7.0,151.0,135.0,21.0,N,
2080,53.0,108.0,8.0,153.0,136.0,21.0,N,
2081,48.0,107.0,7.0,149.0,134.0,21.0,N,
2082,57.0,110.0,8.0,152.0,137.0,21.0,N,
2083,50.0,107.0,8.0,153.0,137.0,21.0,N,
2084,49.0,107.0,8.0,152.0,137.0,21.0,N,
2085,47.0,106.0,8.0,152.0,137.0,21.0,N,
2086,49.0,108.0,7.0,152.0,136.0,21.0,N,
2087,47.0,105.0,7.0,152.0,136.0,21.0,N,
2088,52.0,108.0,7.0,152.0,136.0,21.0,N,
2089,46.0,105.0,7.0,152.0,136.0,21.0,N,
2090,51.0,107.0,8.0,154.0,137.0,21.0,N,
2091,47.0,107.0,7.0,150.0,135.0,21.0,N,
2092,53.0,109.0,8.0,151.0,135.0,21.0,N,
2093,46.0,105.0,7.0,152.0,135.0,21.0,N,
2094,56.0,117.0,109.0,140.0,133.0,21.0,N,
2095,62.0,112.0,97.0,136.0,124.0,21.0,N,
2096,70.0,112.0,97.0,136.0,126.0,21.0,N,
2097,77.0,114.0,96.0,138.0,127.0,21.0,N,
2098,75.0,113.0,101.0,138.0,127.0,21.0,N,
2099,75.0,112.0,98.0,137.0,126.0,21.0,N,
2100,67.0,108.0,97.0,135.0,127.0,21.0,N,
2101,66.0,107.0,97.0,134.0,126.0,21.0,N,
2102,68.0,106.0,96.0,134.0,126.0,21.0,N,
2103,65.0,106.0,95.0,134.0,127.0,21.0,N,
2104,65.0,106.0,97.0,133.0,126.0,21.0,N,
2105,68.0,107.0,96.0,133.0,126.0,21.0,N,
2106,63.0,108.0,100.0,134.0,127.0,21.0,N,
2107,65.0,108.0,96.0,133.0,127.0,21.0,N,
2108,64.0,107.0,96.0,133.0,127.0,21.0,N,
2109,63.0,107.0,96.0,133.0,127.0,21.0,N,
2110,66.0,106.0,96.0,133.0,126.0,21.0,N,
2111,63.0,107.0,98.0,133.0,127.0,21.0,N,
2112,66.0,106.0,97.0,133.0,127.0,21.0,N,
2113,67.0,107.0,98.0,134.0,128.0,21.0,N,
2114,63.0,107.0,96.0,132.0,126.0,21.0,N,
2115,62.0,106.0,96.0,132.0,127.0,21.0,N,
2116,64.0,107.0,98.0,134.0,127.0,21.0,N,
2117,66.0,108.0,99.0,134.0,128.0,21.0,N,
2118,65.0,107.0,98.0,134.0,127.0,21.0,N,
2119,66.0,108.0,98.0,134.0,128.0,21.0,N,
2120,65.0,108.0,99.0,135.0,128.0,21.0,N,
2121,64.0,106.0,98.0,135.0,127.0,21.0,N,
2122,64.0,106.0,98.0,134.0,126.0,21.0,N,
2123,64.0,108.0,98.0,135.0,127.0,21.0,N,
2124,65.0,108.0,98.0,135.0,127.0,21.0,N,
2125,66.0,108.0,98.0,135.0,128.0,21.0,N,
2126,64.0,107.0,98.0,134.0,128.0,21.0,N,
2127,64.0,105.0,96.0,134.0,127.0,21.0,N,
2128,67.0,106.0,96.0,135.0,127.0,21.0,N,
2129,65.0,106.0,97.0,135.0,127.0,21.0,N,
2130,64.0,107.0,98.0,135.0,128.0,21.0,N,
2131,63.0,105.0,98.0,134.0,127.0,21.0,N,
2132,66.0,106.0,98.0,135.0,127.0,21.0,N,
2133,67.0,107.0,99.0,135.0,127.0,21.0,N,
2134,65.0,107.0,99.0,135.0,127.0,21.0,N,
2135,64.0,108.0,98.0,135.0,127.0,21.0,N,
2136,65.0,109.0,98.0,136.0,128.0,21.0,N,
2137,66.0,107.0,99.0,135.0,127.0,21.0,N,
2138,65.0,107.0,98.0,135.0,128.0,21.0,N,
2139,67.0,108.0,99.0,136.0,128.0,21.0,N,
2140,65.0,107.0,99.0,135.0,127.0,21.0,N,
2141,66.0,106.0,98.0,135.0,127.0,21.0,N,
2142,65.0,107.0,99.0,135.0,127.0,21.0,N,
2143,62.0,106.0,99.0,134.0,128.0,21.0,N,
2144,62.0,105.0,99.0,134.0,127.0,21.0,N,
2145,61.0,105.0,99.0,134.0,127.0,21.0,N,
2146,64.0,105.0,99.0,134.0,127.0,21.0,N,
2147,63.0,106.0,99.0,135.0,127.0,21.0,N,
2148,65.0,106.0,99.0,135.0,128.0,21.0,N,
2149,64.0,105.0,98.0,134.0,128.0,21.0,N,
2150,63.0,106.0,98.0,135.0,128.0,21.0,N,
2151,61.0,107.0,98.0,136.0,128.0,21.0,N,
2152,63.0,105.0,97.0,136.0,129.0,21.0,N,
2153,62.0,106.0,99.0,136.0,129.0,21.0,N,
2154,65.0,108.0,98.0,136.0,129.0,21.0,N,
2155,65.0,107.0,98.0,136.0,129.0,21.0,N,
2156,58.0,106.0,99.0,136.0,129.0,21.0,N,
2157,60.0,106.0,98.0,136.0,129.0,21.0,N,
2187,83.0,37.0,117.0,117.0,121.0,22.0,P,
2188,96.0,24.0,113.0,106.0,104.0,22.0,P,
2189,64.0,145.0,149.0,156.0,147.0,22.0,P,
2190,43.0,21.0,73.0,65.0,63.0,22.0,P,
2191,38.0,25.0,79.0,75.0,75.0,22.0,P,
2192,41.0,30.0,77.0,74.0,72.0,22.0,P,
2193,29.0,79.0,88.0,95.0,110.0,22.0,P,
2194,40.0,42.0,53.0,83.0,89.0,22.0,P,
2203,35.0,12.0,72.0,124.0,129.0,22.0,P,
2205,31.0,98.0,114.0,127.0,150.0,22.0,P,
2206,25.0,100.0,118.0,130.0,162.0,22.0,P,
2207,29.0,108.0,123.0,137.0,157.0,22.0,P,
2209,42.0,133.0,141.0,138.0,128.0,22.0,P,
2210,45.0,131.0,137.0,141.0,120.0,22.0,P,
2211,24.0,114.0,128.0,133.0,136.0,22.0,P,
2213,36.0,94.0,108.0,117.0,139.0,22.0,P,
2214,34.0,90.0,105.0,114.0,138.0,22.0,P,
2215,48.0,127.0,140.0,145.0,141.0,22.0,P,
2216,36.0,121.0,129.0,134.0,147.0,22.0,P,
2219,26.0,49.0,55.0,58.0,76.0,22.0,P,
2220,29.0,59.0,63.0,65.0,80.0,22.0,P,
2221,25.0,120.0,128.0,135.0,154.0,22.0,P,
2223,25.0,75.0,94.0,103.0,155.0,22.0,P,
2226,48.0,66.0,101.0,118.0,112.0,22.0,P,
2227,45.0,19.0,83.0,63.0,57.0,22.0,P,
2228,50.0,31.0,76.0,64.0,60.0,22.0,P,
2229,41.0,32.0,72.0,89.0,99.0,22.0,P,
2230,27.0,38.0,43.0,45.0,89.0,22.0,P,
2231,58.0,17.0,71.0,57.0,53.0,22.0,P,
2232,51.0,30.0,77.0,63.0,58.0,22.0,P,
2233,41.0,59.0,95.0,114.0,146.0,22.0,P,
2234,36.0,50.0,74.0,85.0,136.0,22.0,P,
2236,42.0,75.0,100.0,117.0,168.0,22.0,P,
2237,36.0,42.0,73.0,88.0,148.0,22.0,P,
2238,45.0,73.0,103.0,122.0,168.0,22.0,P,
2239,38.0,53.0,91.0,106.0,164.0,22.0,P,
2277,69.0,17.0,6.0,5.0,8.0,23.0,B,
2278,67.0,15.0,5.0,5.0,7.0,23.0,B,
2279,64.0,12.0,2.0,6.0,5.0,23.0,B,
2280,65.0,11.0,2.0,7.0,5.0,23.0,B,
2281,63.0,10.0,1.0,8.0,4.0,23.0,B,
2282,60.0,10.0,2.0,9.0,5.0,23.0,B,
2283,59.0,9.0,2.0,9.0,4.0,23.0,B,
2284,60.0,9.0,2.0,10.0,5.0,23.0,B,
2285,59.0,9.0,3.0,9.0,5.0,23.0,B,
2286,59.0,9.0,2.0,9.0,5.0,23.0,B,
2287,60.0,9.0,3.0,9.0,6.0,23.0,B,
2288,59.0,9.0,2.0,10.0,5.0,23.0,B,
2289,58.0,9.0,3.0,9.0,5.0,23.0,B,
2290,58.0,9.0,3.0,9.0,5.0,23.0,B,
2291,57.0,9.0,3.0,10.0,5.0,23.0,B,
2292,57.0,9.0,3.0,9.0,6.0,23.0,B,
2293,57.0,9.0,3.0,10.0,5.0,23.0,B,
2294,56.0,9.0,2.0,9.0,6.0,23.0,B,
2295,57.0,8.0,3.0,10.0,5.0,23.0,B,
2296,57.0,9.0,2.0,9.0,5.0,23.0,B,
2297,58.0,9.0,2.0,9.0,5.0,23.0,B,
2298,59.0,9.0,3.0,10.0,6.0,23.0,B,
2299,57.0,9.0,2.0,9.0,5.0,23.0,B,
2300,58.0,9.0,2.0,10.0,6.0,23.0,B,
2301,58.0,9.0,2.0,9.0,6.0,23.0,B,
2302,57.0,9.0,2.0,9.0,6.0,23.0,B,
2303,58.0,9.0,3.0,9.0,6.0,23.0,B,
2304,58.0,9.0,2.0,9.0,6.0,23.0,B,
2305,58.0,9.0,2.0,9.0,6.0,23.0,B,
2306,58.0,9.0,2.0,9.0,6.0,23.0,B,
2307,58.0,9.0,2.0,9.0,6.0,23.0,B,
2367,59.0,9.0,2.0,9.0,6.0,24.0,M,1.0
2368,61.0,8.0,3.0,9.0,9.0,24.0,M,1.0
2369,61.0,10.0,3.0,9.0,9.0,24.0,M,1.0
2370,63.0,10.0,5.0,11.0,25.0,24.0,M,1.0
2371,65.0,10.0,5.0,11.0,24.0,24.0,M,1.0
2372,66.0,12.0,5.0,11.0,67.0,24.0,M,1.0
2373,63.0,12.0,5.0,11.0,67.0,24.0,M,1.0
2374,57.0,12.0,4.0,8.0,102.0,24.0,M,1.0
2375,60.0,13.0,5.0,8.0,104.0,24.0,M,1.0
2376,56.0,15.0,7.0,9.0,113.0,24.0,M,1.0
2377,54.0,15.0,6.0,9.0,109.0,24.0,M,1.0
2378,55.0,18.0,9.0,10.0,116.0,24.0,M,1.0
2379,52.0,17.0,9.0,10.0,112.0,24.0,M,1.0
2380,56.0,20.0,11.0,12.0,117.0,24.0,M,1.0
2381,59.0,20.0,10.0,12.0,118.0,24.0,M,1.0
2382,59.0,25.0,17.0,19.0,119.0,24.0,M,1.0
2383,62.0,24.0,15.0,19.0,120.0,24.0,M,1.0
2384,64.0,28.0,20.0,20.0,127.0,24.0,M,1.0
2385,62.0,29.0,20.0,23.0,128.0,24.0,M,1.0
2386,50.0,42.0,39.0,144.0,139.0,24.0,M,1.0
2387,49.0,43.0,35.0,143.0,137.0,24.0,M,1.0
2388,48.0,52.0,42.0,144.0,138.0,24.0,M,1.0
2389,50.0,54.0,44.0,142.0,137.0,24.0,M,1.0
2390,49.0,60.0,51.0,143.0,135.0,24.0,M,1.0
2391,49.0,61.0,49.0,144.0,136.0,24.0,M,1.0
2392,61.0,68.0,68.0,72.0,117.0,24.0,M,1.0
2393,54.0,72.0,74.0,86.0,120.0,24.0,M,1.0
2394,56.0,77.0,77.0,67.0,107.0,24.0,M,1.0
2395,61.0,77.0,72.0,59.0,107.0,24.0,M,1.0
2396,72.0,100.0,118.0,107.0,121.0,24.0,M,1.0
2397,74.0,91.0,109.0,105.0,114.0,24.0,M,1.0
2457,24.0,139.0,143.0,147.0,26.0,25.0,Y,
2458,23.0,141.0,141.0,146.0,25.0,25.0,Y,
2459,23.0,143.0,142.0,147.0,25.0,25.0,Y,
